BENNER,ESTOQUE,ANAMNESE,MICRO,MONITO,MOUSE,ACESS,ERRO,IMPRESSORA,SIHOSP,TEMPO
0,0,0,0,0,0,3.93,0,0,0,2-4H
0,0,0,0,0,0,1.16,0,0,0,1-2H
0,0,0,1.02,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,4.03,0,0,MAIOR 4H
0,0,0,4.03,0,0,0,0,0,0,MAIOR 4H
0,0,0,2.68,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,5.17,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.01,0,1-2H
0,0,0,0,0,0,0,0,3.05,0,2-4H
4.97,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,2,0,0,2,1-2H
0,0,0,0,0,0,3.99,0,0,0,2-4H
0,0,0,0,0,0,0,5.02,0,0,MAIOR 4H
0,0,0,0,0,0,6.92,0,0,0,MAIOR 4H
0,0,0,0,0,0,4.85,0,0,0,MAIOR 4H
0,0,0,8.28,0,0,0,0,0,0,MAIOR 4H
0,0,0,8.27,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,5.19,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,6.21,0,6.21,MAIOR 4H
0,0,0,3.74,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,1.3,0,1-2H
0,0,0,0,0,0,1.97,0,0,0,1-2H
1.95,0,0,0,0,0,0,0,0,0,1-2H
2,0,0,0,0,0,2,0,0,0,2-4H
0,0,0,0,0,0,0,0,0,3.98,2-4H
0,0,0,0,0,0,2.04,0,0,0,2-4H
1.16,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,5.19,0,MAIOR 4H
0,0,0,0,0,0,0,0,5.99,0,MAIOR 4H
0,0,0,0,0,0,2.22,0,0,0,2-4H
4.78,0,0,0,0,0,4.78,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,0,1.68,1-2H
3.8,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,5.2,0,MAIOR 4H
0,0,0,0,0,0,0,0,9.28,0,MAIOR 4H
0,0,0,4.14,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,5.1,0,0,0,MAIOR 4H
0,0,0,0,6.04,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,2.13,0,2-4H
2.27,0,0,0,0,0,0,0,0,0,2-4H
0,4.83,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,3.7,0,0,0,2-4H
0,0,0,0,2.3,0,0,0,0,0,2-4H
0,0,0,8.83,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,3.9,0,2-4H
3.86,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,2.21,0,0,0,2-4H
0,0,0,0,0,0,0,0,7.91,0,MAIOR 4H
0,0,0,0,3.74,0,0,0,0,0,2-4H
0,0,0,0,0,0,3.04,0,0,0,2-4H
0,0,0,2.98,0,0,2.98,2.98,0,0,2-4H
0,0,0,0,0,0,0,1.31,0,0,1-2H
0,1.24,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.37,0,0,0,1-2H
0,0,0,0,0,0,5.29,0,0,0,MAIOR 4H
0,0,0,0,0,0,5.28,0,0,0,MAIOR 4H
0,0,0,0,0,0,5.28,0,0,0,MAIOR 4H
0,0,0,0,0,0,5.27,0,0,0,MAIOR 4H
0,0,0,2.11,0,0,0,0,0,0,2-4H
0,0,0,2.04,0,0,0,0,2.04,0,2-4H
0,0,0,0,0,0,5.01,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,4.08,0,0,MAIOR 4H
0,0,0,0,0,0,0,1.3,0,0,1-2H
0,0,0,1.23,0,0,0,0,1.23,0,1-2H
0,0,0,6.09,0,0,0,0,0,0,MAIOR 4H
0,0,0,1.01,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,7.05,0,0,0,MAIOR 4H
0,0,0,4.82,0,4.82,0,0,0,0,MAIOR 4H
0,0,0,2.08,0,0,0,0,0,0,2-4H
0,0,0,1.06,0,0,0,0,0,0,1-2H
0,0,0,2,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,1.3,0,0,0,1-2H
0,0,0,0,0,0,0,0,7.02,0,MAIOR 4H
7.08,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.36,0,1-2H
0,3.24,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,2.67,0,0,0,2-4H
0,0,0,0,0,0,0,2.7,0,0,2-4H
0,0,0,2.01,0,0,0,0,0,0,2-4H
0,0,0,1.04,1.04,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.84,1.84,0,0,1-2H
0,0,0,1.32,0,0,0,0,0,0,1-2H
0,0,0,6.98,0,0,0,0,0,0,MAIOR 4H
6.14,0,0,0,0,0,0,6.14,0,0,MAIOR 4H
0,0,0,0,0,0,0,1.24,0,0,1-2H
0,0,0,0,0,0,0,1,0,0,1-2H
7.03,0,0,0,0,0,7.03,0,0,0,MAIOR 4H
0,0,0,0,0,0,7.02,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.69,0,1-2H
0,0,0,0,0,5.79,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,0,1.12,1-2H
0,0,0,0,0,0,0,0,7.11,0,MAIOR 4H
0,0,0,0,0,0,5.85,0,0,0,MAIOR 4H
0,0,0,4.95,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,10.23,0,MAIOR 4H
0,0,0,0,0,0,5.72,0,0,0,MAIOR 4H
0,0,0,5.26,0,0,0,0,0,0,MAIOR 4H
0,0,0,3.81,0,3.81,0,0,0,0,2-4H
0,0,0,3.03,0,0,0,0,0,0,2-4H
0,0,0,7.03,0,0,0,0,0,0,MAIOR 4H
0,0,0,3.99,0,3.99,0,0,0,0,2-4H
0,0,0,1.85,0,0,0,0,0,0,1-2H
3.33,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,0,1.08,1-2H
5.98,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,3.07,0,2-4H
0,0,0,0,0,0,1.6,0,0,0,1-2H
0,0,0,0,0,0,0,0,2.11,0,2-4H
0,0,0,0,2.04,0,0,0,0,0,2-4H
0,0,0,7.11,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,1.07,0,0,1-2H
0,0,0,0,0,0,0,0,4.24,0,MAIOR 4H
0,0,0,4.77,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,4.73,0,0,MAIOR 4H
0,0,0,0,0,0,0,4.75,0,0,MAIOR 4H
0,0,0,0,0,0,6.1,0,0,0,MAIOR 4H
0,0,0,5.35,0,0,0,0,0,0,MAIOR 4H
0,0,0,1.09,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,7.9,0,MAIOR 4H
0,0,0,0,0,0,4.98,0,0,0,MAIOR 4H
1.03,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,3.33,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,9.12,0,0,MAIOR 4H
2.87,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,2.92,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,4.04,0,0,0,MAIOR 4H
0,2.72,0,0,0,0,0,0,0,0,2-4H
0,0,0,2.32,0,0,0,0,0,0,2-4H
0,0,0,1.31,0,0,0,0,0,0,1-2H
0,0,0,8.93,0,0,0,0,0,0,MAIOR 4H
3.37,0,0,0,0,0,3.37,0,0,0,2-4H
0,0,0,0,0,0,0,7.96,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,0,1.1,1-2H
0,0,0,0,0,0,0,0,7.04,0,MAIOR 4H
1.01,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,6.22,0,0,0,0,0,0,MAIOR 4H
0,0,0,8.32,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,2.23,0,2-4H
0,0,0,0,0,0,2.23,0,0,2.23,2-4H
0,0,0,0,0,0,0,0,5.08,0,MAIOR 4H
0,0,0,0,0,0,0,0,5.24,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.96,0,1-2H
1.16,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,1.06,0,0,0,0,0,0,1-2H
0,0,0,1.8,0,1.8,0,0,0,0,1-2H
0,0,0,1.85,0,0,0,0,0,0,1-2H
0,0,0,4.99,0,0,0,0,0,0,MAIOR 4H
0,0,0,3.72,3.72,0,0,0,0,0,2-4H
0,0,0,5.92,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,3.1,0,0,0,2-4H
0,0,0,1.19,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,1.35,0,1-2H
0,0,0,0,0,0,0,0,0,8.93,MAIOR 4H
0,0,0,2.03,0,0,0,0,0,0,2-4H
3.06,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,11.15,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.01,0,0,0,1-2H
1.61,0,0,0,0,0,0,0,0,0,1-2H
1.82,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,5.9,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.09,0,0,1.09,1-2H
1.03,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,1.2,0,0,1-2H
2.13,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,1.91,0,0,0,1-2H
0,0,0,0,0,0,0,0,5.23,0,MAIOR 4H
0,0,0,5.09,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,5.03,0,0,MAIOR 4H
0,0,0,4.72,4.72,0,0,0,0,0,MAIOR 4H
3.67,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,6.74,6.74,0,0,0,0,0,MAIOR 4H
0,0,0,4.06,0,0,0,0,0,0,MAIOR 4H
0,0,0,2.94,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,11,0,0,0,MAIOR 4H
0,0,0,8.89,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,2.98,0,2-4H
3.08,0,0,0,0,0,0,0,0,0,2-4H
1.33,0,0,0,0,0,1.33,0,0,0,1-2H
0,0,0,0,0,0,0,0,3.85,0,2-4H
0,0,0,0,0,0,1.07,0,0,0,1-2H
0,0,0,2.99,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,6.25,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.7,0,0,1.7,1-2H
0,0,0,0,0,0,0,3.91,0,0,2-4H
0,0,0,0,0,0,4.08,0,0,0,MAIOR 4H
0,0,0,4.98,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,2.08,0,2-4H
0,0,0,1.07,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,2.22,0,0,0,2-4H
0,0,0,7.04,0,0,0,0,0,0,MAIOR 4H
0,0,0,4.04,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.1,0,1-2H
3.76,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,2.3,0,2-4H
0,0,0,3.04,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,6.24,0,0,6.24,MAIOR 4H
0,0,0,0,0,0,0,2.02,0,0,2-4H
0,0,0,0,0,0,0,0,2.99,0,2-4H
0,0,0,0,0,0,0,3.79,0,0,2-4H
0,0,0,2.82,0,0,0,0,0,0,2-4H
0,0,0,1.02,0,1.02,0,0,0,0,1-2H
0,0,0,6.01,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,3.97,0,0,0,2-4H
0,0,0,0,0,0,0,0,2.01,0,2-4H
0,0,0,2.08,0,0,0,0,0,0,2-4H
0,0,0,2.08,0,0,0,0,0,0,2-4H
0,0,0,1.05,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,2.68,0,0,0,2-4H
0,0,0,0,0,0,0,1.99,0,0,1-2H
0,0,0,0,0,0,1.23,0,0,0,1-2H
0,0,0,0,0,0,0,2.21,0,0,2-4H
0,0,0,0,0,0,0,1.82,0,0,1-2H
4.23,0,0,0,0,0,4.23,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.24,0,1-2H
0,0,0,0,0,0,0,6.28,0,0,MAIOR 4H
0,0,0,6.25,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,4.98,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,6.01,0,MAIOR 4H
0,0,0,0,0,0,0,1.97,0,0,1-2H
0,0,0,0,0,0,5,0,0,0,MAIOR 4H
0,0,0,0,0,0,3.79,0,0,0,2-4H
3.97,0,0,0,0,0,3.97,0,0,0,2-4H
0,0,0,3.82,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,4.88,0,0,MAIOR 4H
0,0,0,1.13,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,4.06,0,0,MAIOR 4H
1.01,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,1.07,0,0,0,0,0,0,1-2H
0,0,0,1.2,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,1.93,0,1-2H
0,0,0,1.93,0,0,0,0,0,0,1-2H
0,0,0,1.02,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,2.21,0,0,0,2-4H
0,0,0,2.01,0,0,0,0,0,0,2-4H
0,0,0,2.08,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,1.16,0,0,0,1-2H
1.22,0,0,0,0,0,0,0,0,1.22,1-2H
0,0,0,0,0,0,1.02,0,0,0,1-2H
0,0,0,0,0,0,1.06,0,0,0,1-2H
0,0,0,0,0,0,1.21,0,0,0,1-2H
0,0,0,0,1.06,0,0,0,0,0,1-2H
0,0,0,1.14,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,9.85,0,MAIOR 4H
0,0,0,0,0,0,0,0,10.27,0,MAIOR 4H
0,0,0,0,0,0,0,4.2,0,0,MAIOR 4H
0,0,0,8.18,0,0,0,0,0,0,MAIOR 4H
0,0,0,5.99,0,0,0,0,5.99,0,MAIOR 4H
0,0,0,0,0,0,2.07,0,0,2.07,2-4H
0,0,0,0,0,0,0,3.34,0,0,2-4H
0,0,0,1.01,0,0,0,1.01,0,0,1-2H
0,0,0,0,0,0,2.16,0,0,0,2-4H
0,0,0,0,0,0,0,0,0,5.02,MAIOR 4H
0,0,0,0,0,4.98,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.23,0,1-2H
0,0,0,2.89,0,2.89,0,0,0,0,2-4H
0,0,0,0,0,0,1.15,0,0,1.15,1-2H
0,0,0,0,0,0,5.91,0,0,5.91,MAIOR 4H
0,0,0,0,0,0,0,0,3.01,0,2-4H
0,0,0,0,0,0,0,2.83,0,0,2-4H
0,0,0,0,0,2.96,0,0,0,0,2-4H
0,0,0,0,0,0,6.58,0,0,6.58,MAIOR 4H
5.89,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,0,4.99,MAIOR 4H
0,0,0,0,0,0,3.02,0,0,3.02,2-4H
0,0,0,0,0,0,3.37,0,0,0,2-4H
1.27,0,0,0,0,0,1.27,0,0,0,1-2H
0,0,0,0,0,0,2.99,0,0,0,2-4H
0,0,0,2.93,0,0,0,0,0,0,2-4H
0,0,0,7.13,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,2.92,0,0,0,2-4H
0,0,0,0,0,0,0,0,0,3.02,2-4H
0,0,0,0,0,0,0,0,3.25,0,2-4H
0,0,0,0,0,0,2.19,0,0,0,2-4H
0,0,0,0,0,0,3.75,0,0,0,2-4H
2.14,0,0,0,0,0,2.14,0,0,0,2-4H
0,0,0,1.87,0,1.87,0,0,0,0,1-2H
1.04,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,9.59,0,MAIOR 4H
0,0,0,0,0,0,1.04,0,0,0,1-2H
0,0,0,9.07,0,0,0,0,0,0,MAIOR 4H
0,0,0,4.85,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.95,0,0,0,1-2H
0,0,0,0,0,0,1.81,0,0,0,1-2H
0,0,0,0,0,0,6.93,0,0,6.93,MAIOR 4H
0,0,0,0,0,0,0,0,0,3.01,2-4H
0,0,0,0,0,0,0,0,0,2.81,2-4H
0,0,0,1.98,0,0,0,0,0,0,1-2H
0,0,0,0,0,5.06,0,0,0,0,MAIOR 4H
5.02,0,0,0,0,0,5.02,0,0,0,MAIOR 4H
0,0,0,6.99,0,0,0,0,0,0,MAIOR 4H
1.25,0,0,0,0,0,1.25,0,0,0,1-2H
0,0,0,0,0,0,0,2.67,0,0,2-4H
0,0,0,2.01,0,0,0,0,0,0,2-4H
0,0,0,2.16,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,10.79,0,0,MAIOR 4H
0,0,0,0,0,3.04,0,0,0,0,2-4H
0,0,0,3.34,0,0,0,0,0,0,2-4H
0,0,0,8.07,0,0,0,0,0,0,MAIOR 4H
1.25,0,0,0,0,0,1.25,0,0,0,1-2H
0,0,0,0,0,0,3.07,0,0,3.07,2-4H
0,0,0,1,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,0,9.05,MAIOR 4H
1.05,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,3.33,0,2-4H
1.18,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,2.02,0,0,0,2-4H
0,0,0,0,0,0,0,0,4.98,0,MAIOR 4H
0,0,0,1.01,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,9.33,0,MAIOR 4H
0,0,0,0,0,0,2.97,0,0,0,2-4H
0,0,0,10.88,0,0,0,0,0,10.88,MAIOR 4H
0,0,0,0,0,0,0,0,1.09,0,1-2H
0,0,0,0,0,0,2.8,0,0,0,2-4H
0,0,0,0,3.28,0,0,0,0,0,2-4H
0,0,0,0,0,0,5.81,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,4.18,0,MAIOR 4H
0,0,0,0,0,0,1.06,0,0,0,1-2H
0,0,0,0,0,0,0,0,1.07,0,1-2H
0,0,0,0,0,0,0,0,0,9.31,MAIOR 4H
0,0,0,0,0,0,0,1.01,0,0,1-2H
0,0,0,5.37,0,0,0,0,0,0,MAIOR 4H
0,1.12,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,9.31,0,MAIOR 4H
0,0,0,0,0,0,2.18,0,0,0,2-4H
0,0,0,0,0,0,0,0,9.31,0,MAIOR 4H
0,0,0,0,0,0,11.12,0,0,0,MAIOR 4H
0,0,0,0,0,0,2,0,0,2,2-4H
0,0,0,0,0,0,1.76,0,0,0,1-2H
1.43,0,0,0,0,0,0,1.43,0,0,1-2H
0,0,0,8.15,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,5.99,0,0,MAIOR 4H
0,0,0,1.96,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,7.42,0,0,MAIOR 4H
0,0,0,0,1.87,0,1.87,0,0,0,1-2H
0,0,0,0,0,0,6.75,0,0,6.75,MAIOR 4H
0,0,0,0,0,0,4.85,0,0,0,MAIOR 4H
0,1.93,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,3.02,0,0,0,0,0,2-4H
0,0,0,0,0,0,2.95,0,0,0,2-4H
0,0,0,0,0,0,5.74,0,0,5.74,MAIOR 4H
0,0,0,8.05,0,0,0,0,0,0,MAIOR 4H
6.73,0,0,0,0,0,0,0,0,0,MAIOR 4H
5.92,0,0,0,0,0,5.92,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,8.15,0,0,MAIOR 4H
0,0,0,0,0,0,5.02,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,4.05,0,MAIOR 4H
0,0,0,0,0,2.94,0,0,0,0,2-4H
0,0,0,0,0,0,0,3.37,0,0,2-4H
0,0,0,0,0,0,2.99,0,0,0,2-4H
0,0,0,0,0,0,3.22,0,0,0,2-4H
0,0,0,0,0,0,1.22,0,0,0,1-2H
0,0,0,0,0,0,1.06,0,0,1.06,1-2H
1.83,0,0,0,0,0,1.83,0,0,0,1-2H
0,0,0,0,0,0,1.81,0,0,0,1-2H
0,0,0,0,0,0,1.12,0,0,0,1-2H
1.17,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,6.06,0,0,MAIOR 4H
0,0,0,6.16,0,0,0,0,0,0,MAIOR 4H
0,0,0,1.14,0,0,0,0,0,0,1-2H
0,0,0,1.03,0,1.03,0,0,0,0,1-2H
0,0,0,0,1.14,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,7.11,0,MAIOR 4H
0,0,0,0,8.2,0,0,0,0,0,MAIOR 4H
0,0,0,0,8.2,0,0,0,0,0,MAIOR 4H
0,0,0,1.12,0,0,0,0,0,0,1-2H
0,0,0,1.71,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,2.08,0,0,0,2-4H
0,0,0,1.3,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,2.4,0,0,2-4H
0,0,0,0,7.15,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,1.92,0,0,1-2H
0,0,0,0,0,0,2.29,0,0,0,2-4H
0,0,0,4,0,0,0,0,0,0,MAIOR 4H
0,3.33,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,1.02,0,1-2H
0,0,0,0,4.98,0,0,0,0,0,MAIOR 4H
0,0,0,2.25,0,0,0,0,0,0,2-4H
0,0,0,2.26,0,2.26,0,0,0,0,2-4H
0,0,0,0,1.02,0,0,0,0,0,1-2H
0,0,0,6.08,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,4.15,4.15,0,MAIOR 4H
0,0,0,0,0,0,0,0,10.04,0,MAIOR 4H
0,0,0,2.77,0,0,0,0,0,0,2-4H
0,0,0,2.04,0,0,0,0,0,0,2-4H
0,0,0,8.28,0,0,0,0,0,0,MAIOR 4H
1.71,0,0,0,0,0,0,0,0,1.71,1-2H
0,0,0,6.97,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.02,0,0,0,1-2H
0,0,0,0,3.07,0,0,0,0,0,2-4H
0,0,0,0,0,0,3.14,0,0,0,2-4H
0,0,0,1.09,0,1.09,0,0,0,0,1-2H
0,0,0,0,0,2.92,0,0,0,0,2-4H
0,0,0,0,0,0,3.4,0,0,0,2-4H
0,0,0,0,0,0,0,4.23,0,0,MAIOR 4H
1.16,0,0,0,0,0,1.16,0,0,0,1-2H
0,0,0,0,0,0,0,3.09,0,0,2-4H
0,0,0,0,0,0,5.91,0,0,0,MAIOR 4H
3.87,0,0,0,0,0,3.87,0,0,0,2-4H
0,0,0,0,0,0,2.75,0,0,0,2-4H
0,0,0,5.03,0,0,0,0,0,0,MAIOR 4H
0,0,0,1.81,0,0,0,0,0,0,1-2H
0,0,0,1.7,0,0,0,0,0,0,1-2H
0,0,0,4.97,0,0,0,0,0,0,MAIOR 4H
0,0,0,2.02,0,0,0,0,0,0,2-4H
0,0,0,0,2.99,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,1.13,0,1-2H
3.42,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,2.82,0,0,2.82,2-4H
4.09,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,2.76,0,0,2.76,2-4H
0,0,0,1.19,0,1.19,0,0,0,0,1-2H
0,0,0,1.19,0,0,0,0,0,0,1-2H
0,0,0,7.18,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,6.13,0,MAIOR 4H
0,0,0,0,0,0,0,0,7.04,0,MAIOR 4H
1.29,0,0,0,0,0,1.29,0,0,0,1-2H
10.73,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,6.83,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,10.12,0,0,MAIOR 4H
0,0,0,0,0,1.1,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,0,8.77,MAIOR 4H
0,0,0,0,0,0,0,0,0,8.79,MAIOR 4H
0,0,0,1.04,1.04,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.81,0,0,0,1-2H
0,0,0,0,0,0,1.08,0,0,0,1-2H
2,0,0,0,0,0,0,0,0,0,1-2H
1.02,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,1.06,0,0,0,0,0,1-2H
1.39,0,0,0,0,0,1.39,0,0,0,1-2H
0,0,0,0,1.36,0,0,0,0,0,1-2H
0,0,0,0,0,0,2.33,0,0,0,2-4H
0,0,0,1.02,0,0,0,0,0,0,1-2H
0,0,0,1.01,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,2.24,0,0,2-4H
0,0,0,2.89,0,0,0,0,0,0,2-4H
2.27,0,0,0,0,0,2.27,0,0,0,2-4H
1.28,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,1.07,0,0,1-2H
