BENNER,ESTOQUE,ANAMNESE,MICRO,MONITO,MOUSE,ACESS,ERRO,IMPRESSORA,SIHOSP
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,387104167,0,0
0,0,0,0,796372685,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,405472222,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,510016204,0
0,0,0,0,0,0,0,720569444,0,0,0,720569444
0,0,0,0,278851852,0,0,0,0,0,0
0,0,0,0,0,0,0,691155093,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,114474537,0,0,0,0,0,0,0
0,0,0,0,0,0,0,270094907,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,137081019,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,194957176,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,602353009,0,602353009,0,0,0,0,0
0,0,0,0,125267361,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,102280093,0
0,0,0,0,0,0,0,0,0,691935185,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,107722222,0,0,0,0,0,0,0,0,0
0,0,0,0,0,193190972,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,103989583,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11571412
0,0,0,0,0,0,0,6064375,0,0,0
0,0,0,0,0,0,0,0,0,0,794247685
0,0,0,0,0,0,0,0,0,400195602,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,508605324,0,0,0
0,0,0,0,0,338538194,0,0,0,0,0
0,0,0,0,0,0,0,101653935,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,191241898
0,0,0,0,0,704943287,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,42219213,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,328138889,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,505125,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,195712963,0
0,0,0,0,0,0,0,0,0,120258102,0
0,0,0,0,278575231,0,0,0,0,0,278575231,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,803752315,0
0,0,0,0,0,0,0,0,0,109975694,0
