BENNER,ESTOQUE,ANAMNESE,MICRO,MONITO,MOUSE,ACESS,ERRO,IMPRESSORA,SIHOSP,TEMPO
0,0,0,0,0,0,1,0,0,1,0,2284375
0,0,0,0,0,0,0,0,0,0,140,9557755
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,002083333
1,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,008333333
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,1,0,0,11,10761574
0,0,0,0,0,0,0,0,1,0,5,210706019
0,0,0,0,0,0,0,0,1,0,10,06180556
1,0,0,0,0,0,0,1,0,0,0,000694444
0,0,0,1,0,0,0,0,0,0,6,072256944
0,0,0,0,0,0,0,0,0,0,0,248564815
1,0,0,0,0,0,1,0,0,0,0,028541667
0,0,0,0,0,0,0,0,0,0,8,246458333
0,0,0,0,0,0,0,0,0,0,8,245381944
0,0,0,0,0,0,0,0,0,0,5,15287037
0,0,0,0,0,0,1,0,0,0,7,121689815
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,00306713
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,10,09864583
0,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,015277778
0,0,0,0,0,0,0,0,0,0,1,1728125
0,0,0,1,0,1,0,0,0,0,1,272233796
0,0,0,0,0,0,0,0,0,0,1,293761574
0,0,0,1,0,0,0,0,0,0,1,19625
0,0,0,0,1,0,0,0,0,0,3,208333333
0,0,0,0,0,0,0,0,0,0,8,062604167
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,003472222
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,1,0,0,0,1,246689815
0,0,0,0,0,0,0,1,0,0,2,053611111
0,0,0,0,0,0,1,0,0,0,1,171990741
0,0,0,0,0,0,0,1,0,0,0,952453704
0,0,0,0,0,0,0,0,0,0,1,187719907
0,0,0,0,0,0,0,0,0,0,1,187083333
0,0,0,0,0,0,0,0,0,0,1,271597222
0,0,0,1,0,0,1,0,0,0,1,294039352
0,0,0,0,0,0,0,0,0,0,1,195243056
0,0,0,0,0,0,1,0,0,0,5,118414352
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,1,0,0,0,0,002083333
0,0,0,0,0,0,1,0,0,0,0,002083333
0,0,0,0,0,0,1,0,0,0,1,294351852
0,0,0,0,0,0,0,0,1,0,1,282986111
0,0,0,0,0,0,0,0,0,0,8,07880787
0,0,0,0,0,0,0,0,1,0,2,041435185
0,0,0,0,0,0,1,0,0,0,1,328773148
0,0,0,0,0,0,0,0,0,0,1,084953704
0,0,0,0,0,0,0,0,0,0,1,221342593
0,0,0,0,0,0,0,0,0,0,0,212488426
0,0,0,1,0,0,0,0,0,0,12,92640046
0,0,0,0,0,0,0,0,0,0,0,006944444
0,0,0,0,0,0,0,0,0,1,0,008703704
0,0,0,0,0,0,0,0,0,0,0,004861111
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,1,0,0,1,0,859467593
0,0,0,0,0,0,0,0,0,0,2,798449074
0,0,0,0,0,0,0,0,0,0,8,072766204
0,0,0,0,0,0,1,0,0,1,5,893923611
0,0,0,0,0,0,1,0,0,0,7,686539352
0,0,0,1,0,0,0,0,0,0,0,070081019
0,0,0,0,0,0,0,0,0,0,0,344803241
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,1,0,0,0,7,715659722
0,0,0,0,0,0,1,0,0,0,0,017361111
0,0,0,0,0,0,0,0,0,0,0,018055556
0,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,0,0,0,0,0,0,1,16,03421296
0,0,0,0,0,0,0,0,0,0,8,059502315
0,0,0,0,0,0,0,0,0,0,1,806111111
0,0,0,0,0,0,1,0,0,0,0,24537037
1,0,0,0,0,0,1,0,0,0,7,064293981
0,0,0,0,0,0,0,0,0,0,1,058831019
0,0,0,1,0,0,0,0,0,0,7,036956019
0,0,0,0,0,0,0,1,0,0,0,000694444
0,0,0,0,0,0,0,0,1,0,1,351331019
0,0,0,0,0,0,0,0,0,0,0,003472222
0,0,0,0,0,0,1,0,0,0,0,002083333
0,0,0,0,0,0,0,1,0,1,6,073923611
0,0,0,0,0,0,0,0,0,0,0,004166667
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,1,995717593
0,0,0,0,0,0,0,0,0,0,12,23318287
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,6,912650463
0,0,0,0,0,0,0,0,0,0,5,044872685
0,0,0,1,0,0,0,0,0,0,0,96056713
0,0,0,0,0,0,0,0,0,0,0,148923611
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,1,0,0,0,0,002777778
0,0,0,0,0,0,0,1,0,0,0,261458333
0,0,0,0,0,0,0,0,0,0,0,261875
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,1,116886574
0,0,0,0,0,0,0,0,0,0,1,167222222
0,0,0,0,0,0,0,0,0,0,0,97443287
0,0,0,0,0,0,0,0,0,1,11,27178241
0,0,0,0,0,0,0,0,0,0,1,14119213
0,0,0,0,0,0,0,0,0,0,0,71556713
0,0,0,0,0,0,0,0,0,0,2,099027778
0,0,0,0,0,0,0,0,0,0,3,750092593
0,0,0,0,0,0,1,0,0,0,0,011111111
0,0,0,0,0,0,0,0,0,0,0,003472222
0,0,0,0,0,0,0,0,0,0,0,19431713
0,0,0,0,0,0,0,0,0,0,0,004166667
0,0,0,0,0,0,0,0,0,0,0,935520833
0,0,0,0,0,0,0,0,0,0,0,004861111
0,0,0,0,0,0,0,0,0,0,1,899733796
0,0,0,0,0,0,0,0,0,0,0,339155093
0,0,0,0,0,0,0,0,0,0,0,004861111
0,0,0,0,0,0,0,0,0,0,0,004861111
0,0,0,0,0,0,0,0,0,0,0,152291667
0,0,0,1,0,0,0,0,0,0,0,151284722
0,0,0,0,0,0,0,0,0,0,0,004861111
0,0,0,0,0,0,0,0,0,0,38,91122685
0,0,0,0,0,0,0,0,0,0,0,333634259
0,0,0,0,0,0,0,0,1,0,0,187060185
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,0,0,0,1,0,0,0,0,002083333
0,0,0,0,0,0,1,0,0,0,5,087025463
0,0,0,0,0,0,0,0,0,0,1,097905093
0,0,0,0,0,0,0,0,0,0,15,03079861
0,0,0,0,0,0,0,0,0,0,1,131898148
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,5,036099537
0,0,0,1,0,0,0,0,0,0,0,032986111
0,0,0,1,0,1,0,0,0,0,0,031365741
0,0,0,1,0,1,0,0,0,0,0,01443287
0,0,0,0,0,0,0,0,0,0,0,256458333
0,0,0,0,0,0,0,0,0,0,0,001388889
1,0,0,0,0,0,0,0,0,0,4,046203704
0,0,0,0,0,0,0,0,0,0,0,207083333
0,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,1,0,0,0,0,0,0,2,045671296
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,004166667
0,0,0,0,0,0,0,1,0,0,0,006944444
0,0,0,0,0,0,0,0,0,0,0,192025463
0,0,0,0,0,0,0,0,0,0,0,134791667
0,0,0,0,0,0,1,0,0,0,0,13650463
0,0,0,0,0,0,0,0,0,0,0,002083333
1,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,000694444
1,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,167210648
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,0,0,0,0,0,0,0,0,342685185
1,0,0,0,0,0,1,0,0,0,6,025648148
0,0,0,0,0,0,0,0,0,0,1,330428241
0,0,0,0,0,0,1,0,0,1,2,140173611
0,0,0,0,0,0,0,0,0,0,5,984791667
0,0,0,0,0,0,0,0,0,0,1,9725
0,0,0,0,0,0,0,0,0,0,6,862685185
0,0,0,0,0,0,0,0,0,0,0,003472222
1,0,0,0,0,0,0,0,0,0,2,972916667
0,0,0,0,0,0,0,0,0,0,0,130115741
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,8,242604167
0,0,0,0,0,0,1,0,0,0,5,874953704
0,0,0,0,0,0,1,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,049895833
0,0,0,0,0,0,1,0,1,0,14,03325231
0,0,0,0,0,0,1,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,275335648
0,0,0,0,0,0,0,0,0,0,6,261770833
0,0,0,0,0,0,0,1,0,0,1,252465278
0,0,0,0,0,0,0,0,0,0,0,30681713
0,0,0,0,0,0,1,0,0,0,0,977407407
0,0,0,0,1,1,0,0,0,0,1,015891204
1,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,102037037
0,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,10,03032407
0,0,0,0,0,0,0,0,0,0,3,26380787
0,0,0,0,0,0,0,1,0,0,0,002083333
0,0,0,0,0,0,0,0,1,0,0,3275
0,0,0,0,0,0,0,0,0,0,0,003472222
1,0,0,0,0,0,0,1,0,0,0,079652778
0,0,0,1,0,0,1,0,0,0,0,211400463
0,0,0,0,0,1,0,0,0,0,3,039456019
0,0,0,0,0,0,1,0,0,0,0,211712963
0,0,0,0,0,0,0,0,0,0,2,994861111
0,0,0,0,0,0,0,0,1,0,5,239178241
0,0,0,0,0,0,1,0,0,0,1,015219907
0,0,0,0,0,0,0,0,0,0,0,206840278
0,0,0,0,0,0,1,0,0,1,0,252592593
0,0,0,0,0,0,0,0,0,0,0,912835648
0,0,0,0,0,0,0,0,0,0,6,817766204
0,0,0,0,0,0,0,0,1,0,1,37994213
0,0,0,0,0,0,1,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,6,103668981
1,0,0,0,0,0,1,0,0,0,0,2509375
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,319699074
0,0,0,0,0,0,1,0,0,1,6,256446759
0,0,0,0,0,0,0,0,0,0,91,90295139
0,0,0,0,0,0,0,0,0,0,6,19474537
0,0,0,0,0,0,0,0,0,0,6,205868056
0,0,0,0,0,0,1,0,0,1,5,879189815
1,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,1,0,0,0,918321759
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,6,224050926
0,1,0,0,0,0,0,0,0,0,6,209201389
0,0,0,0,0,0,0,0,0,0,0,167916667
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,7,796354167
0,0,0,0,0,0,0,0,0,0,0,931898148
0,0,0,0,0,0,0,0,0,0,15,15177083
0,0,0,0,0,1,0,0,0,0,3,9265625
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,1,0,0,918391204
0,0,0,0,0,0,1,0,0,0,1,036354167
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,898113426
0,0,0,0,0,0,0,0,0,0,0,015277778
0,0,0,0,0,0,0,0,0,0,0,004861111
0,0,0,0,0,0,0,0,0,0,0,004861111
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,196539352
0,0,0,0,0,0,0,0,0,0,0,364386574
0,0,0,0,0,0,0,0,0,0,0,258773148
0,0,0,0,0,0,0,0,0,0,12,43231481
0,0,0,0,0,0,0,0,0,0,3,736261574
0,0,0,0,0,0,0,0,0,0,0,043622685
0,0,0,0,0,0,0,0,0,0,0,220810185
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,3,148611111
0,0,0,1,0,1,0,0,0,0,4,081689815
0,0,0,0,0,0,0,0,0,0,13,99076389
0,0,0,0,0,0,1,0,0,1,0,116678241
0,0,0,0,0,0,1,0,0,1,0,240405093
0,0,0,0,0,0,0,0,0,0,5,030706019
0,0,0,0,0,0,1,0,0,0,0,151122685
0,0,0,0,0,0,1,0,0,0,3,995798611
0,0,0,0,0,0,0,0,0,0,0,004166667
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,125613426
0,0,0,0,0,0,0,0,0,0,0,234166667
0,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,1,0,0,0,0,0,0,0,033958333
0,0,0,0,0,0,0,0,0,1,14,8784838
0,0,0,0,0,0,0,0,0,0,11,90236111
0,0,0,0,0,1,0,0,0,0,0,127407407
0,0,0,0,0,0,0,0,0,0,3,107800926
0,0,0,0,0,0,0,0,0,0,0,102048611
0,0,0,0,0,0,0,0,0,0,1,251446759
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,1,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,0,205219907
0,0,0,0,0,0,0,0,0,0,10,28680556
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,1,0,1,050972222
0,0,0,0,0,0,1,0,0,0,1,0428125
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,003472222
1,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,3,160590278
1,0,0,0,0,0,0,1,0,0,0,163194444
0,0,0,0,0,0,0,0,0,0,2,976967593
0,0,0,1,0,1,0,0,0,0,2,940520833
0,0,0,0,0,0,0,0,0,0,0,043888889
0,0,0,0,0,0,0,0,1,0,2,898553241
0,0,0,0,0,0,0,0,0,0,0,00181713
0,0,0,0,0,0,0,0,0,0,0,001863426
0,0,0,0,0,0,0,0,0,0,0,001921296
0,0,0,0,0,0,0,1,0,0,5,764178241
0,0,0,0,0,0,0,0,0,0,7,0421875
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,1,4,0965625
0,0,0,0,0,0,0,0,0,0,12,93923611
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,133946759
0,0,0,0,0,0,0,0,0,0,0,004166667
0,0,0,0,0,0,1,0,0,0,0,102476852
0,0,0,0,0,0,0,0,0,0,0,949722222
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,1,0,0,0,3,833078704
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,202685185
0,0,0,1,0,0,0,0,0,0,0,29775463
0,0,0,0,0,0,0,0,0,0,162,1202778
0,0,0,0,0,0,0,0,0,0,0,142071759
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,0,0,0,0,10,30706019
0,0,0,0,0,0,0,0,0,0,0,260324074
0,0,0,0,0,0,0,0,0,0,2,9978125
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,5,710289352
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,14,85383102
0,0,0,0,0,0,0,0,0,1,0,000694444
1,0,0,0,0,0,0,0,0,0,9,032905093
0,0,0,0,0,0,0,0,0,1,1,795023148
0,0,0,1,0,0,0,1,0,0,0,107523148
1,0,0,0,0,0,1,0,0,0,0,028888889
0,0,0,0,0,0,0,0,0,0,0,027928241
0,0,0,0,0,0,0,0,1,0,0,242511574
0,0,0,0,0,0,1,0,0,0,0,024791667
0,0,0,0,0,0,0,0,0,0,0,016805556
1,0,0,0,0,0,1,0,0,0,0,05494213
0,0,0,0,0,0,0,0,0,0,3,794236111
0,0,0,0,0,0,0,0,1,0,4,069363426
0,0,0,0,0,0,0,0,0,0,0,002083333
0,0,0,0,0,0,1,0,0,1,1,206701389
0,0,0,0,0,0,0,1,0,0,0,114085648
0,0,0,0,0,0,0,0,0,0,3,116550926
0,0,0,0,0,0,0,0,0,0,14,25560185
0,0,0,0,0,0,0,0,1,0,0,910416667
0,0,0,1,0,0,0,0,0,0,0,847048611
0,0,0,1,0,0,0,0,0,0,0,810104167
0,0,0,0,0,0,1,0,0,0,0,047430556
0,0,0,0,0,0,1,0,0,0,93,10804398
0,0,0,0,0,0,0,0,0,0,4,113634259
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,711099537
0,0,0,0,0,0,0,0,0,0,0,002777778
0,0,0,0,0,0,0,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,1,0,0,0,004166667
0,0,0,0,0,0,0,0,0,0,0,996585648
0,0,0,0,0,0,1,0,0,0,0,000694444
0,0,0,0,0,0,0,0,0,0,6,178472222
0,0,0,1,0,0,0,0,0,0,21,08009259
0,0,0,0,0,0,0,0,0,0,3,326712963
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,1,0,0,0,0,0,0,0,0,016238426
0,0,0,0,0,0,0,0,0,0,0,001030093
0,0,0,0,0,0,1,0,0,0,0,871261574
0,0,0,0,0,0,0,0,0,0,1,752002315
0,0,0,0,0,0,0,0,0,0,0,725717593
0,0,0,0,0,0,0,0,0,0,1,112210648
0,0,0,0,0,0,0,0,0,0,0,049710648
0,0,0,1,0,0,0,0,0,0,1,01994213
0,0,0,0,0,0,0,0,0,0,2,223391204
0,0,0,0,0,0,0,0,0,0,1,139571759
0,0,0,0,0,0,0,0,0,0,2,223113426
0,0,0,0,0,0,0,0,0,0,6,223726852
0,0,0,0,0,0,0,1,0,1,-0,13974537
0,0,0,0,0,0,0,0,0,0,92,55638889
0,0,0,0,0,0,0,0,0,0,0,005011574
0,0,0,0,0,0,0,0,0,0,0,005011574
0,0,0,0,0,0,0,0,0,0,0,005011574
0,0,0,0,0,0,0,0,0,0,0,005011574
0,0,0,0,0,0,0,0,0,0,0,125798611
0,0,0,0,0,0,0,0,0,0,0,10755787
0,0,0,0,0,0,0,0,0,0,0,005011574
0,0,0,0,0,0,0,0,0,0,0,005011574
0,0,0,0,0,0,0,0,0,0,0,005011574
0,0,0,0,0,0,0,0,0,0,0,005011574
0,0,0,0,0,0,1,0,0,0,5,800196759
0,0,0,0,0,0,1,0,0,0,1,399733796
0,0,0,0,0,0,1,0,0,0,0,000694444
0,0,0,1,0,0,0,0,0,0,1,305243056
0,0,0,0,0,0,0,0,0,0,8,192569444
0,0,0,0,0,0,0,0,0,0,1,023703704
0,0,0,0,0,0,0,0,0,0,0,002719907
0,0,0,0,0,0,0,0,0,0,1,233530093
0,0,0,0,0,0,0,0,0,0,0,000833333
0,0,0,0,0,0,0,0,0,0,0,202337963
0,0,0,0,0,0,0,0,0,0,7,223263889
0,0,0,0,0,0,0,1,0,0,0,985208333
0,0,0,0,0,0,0,0,0,0,1,903472222
0,0,0,0,0,0,0,0,0,0,0,003356481
0,0,0,0,0,0,0,0,0,0,0,003055556
0,0,0,0,0,0,0,0,0,0,0,141516204
0,0,0,0,0,0,1,0,0,0,5,729270833
0,0,0,0,0,0,0,0,0,0,121,1083102
0,0,0,0,0,0,0,0,0,0,0,001412037
0,0,0,0,0,0,0,0,0,0,0,001909722
0,0,0,0,0,0,0,0,0,0,0,002696759
0,0,0,0,0,0,0,0,0,0,0,001238426
0,0,0,0,0,0,0,0,0,0,0,006006944
0,0,0,0,0,0,0,0,0,0,0,001493056
0,0,0,0,0,0,0,0,0,0,0,350416667
0,0,0,0,0,0,0,1,0,0,0,013969907
0,0,0,0,0,0,0,0,0,0,1,119490741
0,0,0,0,0,0,0,0,0,0,5,340104167
0,0,0,0,0,0,0,0,0,0,7,412905093
0,0,0,0,0,0,0,0,0,0,0,001331019
0,0,0,0,0,0,0,0,0,0,0,001261574
0,0,0,0,0,0,0,0,0,0,0,003368056
0,0,0,0,0,0,0,0,0,0,0,003402778
0,0,0,0,0,0,0,0,0,0,0,001782407
0,0,0,0,0,0,0,0,0,0,0,001388889
0,0,0,0,0,0,0,0,0,0,3,02306713
0,0,0,0,0,0,0,0,0,0,0,001875
0,0,0,0,0,0,0,0,0,0,0,001979167
0,0,0,0,0,0,0,0,1,0,1,195150463
0,0,0,0,0,0,0,0,0,0,0,001597222
0,0,0,0,0,0,0,0,0,0,0,002581019
0,0,0,0,0,0,0,0,0,0,0,003252315
0,0,0,0,0,0,0,0,0,0,0,012974537
0,0,0,0,0,0,0,0,0,0,0,013518519
0,0,0,0,0,0,1,0,0,0,0,000856481
0,0,0,0,0,0,0,0,0,0,0,003333333
0,0,0,0,0,0,0,0,0,0,0,001018519
0,0,0,0,0,0,0,0,0,0,0,001203704
0,0,0,0,0,0,0,0,0,0,0,001400463
0,0,0,0,0,0,0,0,0,0,0,001261574
0,0,0,0,0,0,0,0,0,0,4,810787037
0,0,0,1,0,0,0,0,0,0,4,028599537
0,0,0,0,0,0,1,0,0,0,3,130011574
0,0,0,0,0,0,0,0,0,0,0,042800926
0,0,0,0,0,0,0,0,0,0,0,042893519
0,0,0,0,0,0,0,0,0,0,0,046423611
0,0,0,0,0,0,0,0,0,0,0,046574074
0,0,0,0,0,0,0,0,0,0,0,046805556
0,0,0,0,0,0,0,0,0,0,0,003425926
0,0,0,0,0,0,0,0,0,0,0,001944444
0,0,0,0,0,0,0,0,0,0,0,012974537
0,0,0,0,0,0,0,0,0,0,0,157118056
0,0,0,0,0,0,0,0,0,0,0,153125
0,0,0,0,0,0,0,0,0,0,0,000810185
1,0,0,0,0,0,0,0,0,0,1,222800926
0,0,0,0,0,0,0,0,0,0,0,779560185
1,0,0,0,0,0,0,0,0,0,6,752928241
0,0,0,0,0,0,0,0,0,0,7,946053241
1,0,0,0,0,0,0,0,0,0,1,074884259
0,0,0,0,0,0,0,0,0,0,4,091736111
0,0,0,0,0,0,0,0,0,0,22,01178241
0,0,0,1,0,0,0,0,0,0,3,212962963
0,0,0,0,0,0,0,0,0,0,7,192534722
0,0,0,0,0,0,0,0,0,0,0,311076389
0,0,0,0,0,0,1,0,0,0,0,254537037
0,0,0,0,0,0,0,0,0,0,6,268888889
0,0,0,0,0,0,0,0,0,0,0,088287037
0,0,0,0,0,0,0,0,0,1,0,053356481
0,0,0,0,0,1,0,0,0,0,27,0056713
0,0,0,1,0,0,0,0,0,0,160,3470949
0,0,0,0,0,0,0,0,0,0,0,035300926
0,0,0,0,0,0,0,0,0,0,0,213576389
0,0,0,0,0,0,0,0,0,0,0,001377315
0,0,0,0,0,0,1,0,0,0,0,004027778
0,0,0,0,0,0,0,0,1,0,0,129953704
0,0,0,0,0,0,0,0,0,0,1,001076389
0,0,0,0,0,0,0,0,0,0,0,000636574
0,0,0,0,0,0,0,0,0,0,160,1869907
0,0,0,0,0,0,0,0,0,0,3,847615741
0,0,0,0,0,0,0,0,0,0,0,001909722
0,0,0,0,0,0,0,0,0,0,0,000856481
0,0,0,0,0,0,0,0,0,0,3,112349537
0,0,0,0,0,0,0,0,0,0,3,15375
0,0,0,1,0,0,0,0,0,0,5,901631944
0,0,0,0,0,0,0,0,0,0,6,186493056
0,0,0,0,0,0,0,0,0,0,159,2921528
0,0,0,0,0,0,0,0,0,0,4,34125
0,0,0,1,0,1,0,0,0,0,0,03880787
0,0,0,0,0,0,0,0,0,0,0,147199074
0,0,0,1,0,0,0,0,0,0,5,06
0,0,0,0,0,0,0,0,0,0,0,012916667
0,0,0,0,0,0,0,0,0,0,0,002430556
0,0,0,0,0,0,0,0,0,0,1,26130787
0,0,0,0,0,0,0,0,0,0,0,001423611
0,0,0,0,1,0,0,0,0,0,4,895104167
0,0,0,0,0,0,0,0,0,0,0,100810185
0,0,0,0,0,0,0,0,0,0,0,001284722
1,0,0,0,0,0,0,0,0,0,2,1184375
0,0,0,0,0,0,0,0,0,0,0,001226852
0,0,0,0,0,0,0,1,0,1,2,313761574
0,0,0,0,0,0,0,0,0,0,0,16087963
0,0,0,0,0,0,0,0,0,0,62,93729167
0,0,0,0,0,0,0,0,0,0,1,298784722
0,0,0,0,0,0,0,0,0,0,0,970868056
0,0,0,0,0,0,1,0,0,0,0,103460648
0,0,0,0,0,0,1,0,0,0,0,102488426
0,0,0,0,0,0,0,0,0,0,0,003958333
1,0,0,0,0,0,0,0,0,0,1,781979167
0,0,0,1,0,0,1,0,0,0,0,649861111
0,0,0,0,0,0,0,0,0,0,0,001319444
0,0,0,0,0,0,0,0,0,0,2,374930556
0,0,0,0,0,0,0,0,0,0,0,003784722
0,0,0,0,0,0,0,0,0,0,0,03193287
0,0,0,0,0,0,0,0,0,0,2,227581019
1,0,0,0,0,0,1,1,0,0,116,1653819
0,0,0,0,0,0,0,0,0,0,158,1813657
0,0,0,0,0,0,0,0,0,0,8,268055556
0,0,0,0,0,0,0,0,0,0,0,88025463
0,0,0,1,0,0,0,0,0,0,1,142592593
0,0,0,0,0,0,0,0,0,0,0,704108796
0,0,0,0,0,0,0,0,0,0,3,190752315
0,0,0,0,0,0,0,0,0,0,0,158402778
0,0,0,0,0,0,0,0,0,0,18,07197917
1,0,0,0,0,0,0,1,0,0,0,156215278
0,0,0,0,0,0,0,0,0,0,4,007939815
0,0,0,0,0,0,0,0,0,0,3,163611111
0,0,0,0,0,0,0,0,0,0,4,257638889
0,0,0,0,0,0,0,1,0,0,2,848657407
0,0,0,0,0,0,0,0,0,0,3,10369213
0,0,0,0,0,0,1,1,0,0,3,061724537
0,0,0,0,0,0,0,0,0,0,0,075694444
0,0,0,0,0,0,0,0,0,0,0,120844907
0,0,0,0,1,0,0,0,0,0,0,028553241
