TEMPO,NRO_IMPACTO,QTD_HORAS_PREVISAO,QTD_PARTICIPANTE,TIPO
0.5,4,0.3,1,ACESSO
0.33,4,0.2,1,ERRO
0.17,4,1,1,ERRO
0.5,4,0.3,1,ACESSO
1,3,1,1,BENNER
1,3,0.35,1,ERRO
1,4,1,1,ACESSO
0.5,4,0.3,1,SIHOSP
0.17,4,1,1,MICRO
1,4,1,1,ERRO
0.01,4,0.3,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
1.59,4,2,1,ERRO
0.5,0,0.2,1,IMPRESSORA
0.5,3,0.3,1,ACESSO
0.17,4,0.1,1,SIHOSP
2,4,2,1,MICRO
2,4,2,1,MICRO
0.33,4,0.2,1,MICRO
0.58,4,0.35,1,ERRO
2,4,2,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
1,4,1,1,BENNER
0.5,4,0.3,1,BENNER
1,4,1,1,BENNER
1,4,1,1,ERRO
0.33,4,0.2,1,MICRO
0.33,4,0.2,1,MICRO
0.5,4,0.3,1,BENNER
1,3,1,1,BENNER
0.1,4,0.1,1,ERRO
0.17,4,1,1,MICRO
2.3,4,2.3,1,MICRO
0.17,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.58,4,0.35,1,ERRO
1,4,1,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.17,4,1,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,IMPRESSORA
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
3.5,3,3.5,1,ERRO
0.17,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,MICRO
0.5,3,0.3,1,BENNER
2.5,4,2.5,1,IMPRESSORA
0.25,4,0.15,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
1.3,4,1.3,1,IMPRESSORA
3,4,0.2,1,MICRO
0.5,4,0.3,1,MICRO
0.83,4,0.5,1,IMPRESSORA
0.5,4,1,1,BENNER
0.6,4,1,1,ERRO
2,4,2,1,SIHOSP
0.17,4,1,1,BENNER
0.12,4,0.1,1,BENNER
0.5,3,0.5,1,ERRO
0.17,4,1,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.83,4,0.5,1,IMPRESSORA
0.33,0,0.2,1,ACESSO
0.25,4,0.15,1,BENNER
0.5,4,0.3,1,SIHOSP
2.5,4,0.3,1,MICRO
0.01,4,0.25,1,MICRO
0.67,4,0.4,1,IMPRESSORA
0.5,4,0.3,1,MICRO
3,4,2,1,MICRO
0.17,3,1,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
1,4,1,1,ERRO
2,3,2,1,SIHOSP
0.01,4,0.3,1,IMPRESSORA
0.67,4,1,1,ERRO
0.01,3,0.2,1,ERRO
2.5,0,2.5,1,SIHOSP
0.5,4,0.3,1,ACESSO
1.5,4,1,1,IMPRESSORA
1,3,1,1,ERRO
1.26,4,1.24,1,SIHOSP
0.5,4,0.3,1,ACESSO
0.17,3,0.1,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
1,4,1,1,IMPRESSORA
0.5,4,0.3,1,IMPRESSORA
0.83,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.5,4,30,1,IMPRESSORA
0.25,0,0.15,1,ERRO
0.83,4,1,1,SIHOSP
0.58,0,0.35,1,ERRO
1,3,1,1,ERRO
3,4,3,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
1,4,1,1,SIHOSP
0.5,4,0.3,1,BENNER
0.25,0,0.15,1,ERRO
2.23,4,2.23,1,SIHOSP
0.5,4,0.3,1,SIHOSP
0.17,4,1,1,MICRO
2,4,40,1,IMPRESSORA
0.58,4,35,1,BENNER
2.54,4,2.54,1,SIHOSP
3,4,3,1,BENNER
0.67,3,0.4,1,IMPRESSORA
1,4,1,1,ERRO
0.17,4,1,1,MICRO
0.5,4,0.3,1,MICRO
0.5,4,0.3,1,BENNER
0.22,4,0.15,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.67,3,1,1,SIHOSP
1,3,2,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.67,3,1,1,SIHOSP
1,4,1,1,ERRO
0.37,4,0.22,1,BENNER
0.5,4,0.3,1,IMPRESSORA
1,4,1,1,MICRO
0.25,4,0.15,1,IMPRESSORA
0.58,0,0.35,1,ERRO
0.5,4,0.3,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
1,4,1,1,ERRO
2,3,2,1,SIHOSP
0.17,3,0.1,1,SIHOSP
0.58,4,0.35,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.35,3,0.21,1,BENNER
0.5,4,0.3,1,BENNER
0.67,3,1,1,SIHOSP
0.67,4,0.4,1,MICRO
0.5,4,30,1,IMPRESSORA
0.25,0,0.15,1,ERRO
0.25,4,0.15,1,BENNER
0.67,4,0.4,1,ERRO
0.17,4,1,1,MICRO
12,4,12,1,SIHOSP
0.5,4,0.3,1,SIHOSP
0.17,4,0.1,1,BENNER
0.5,4,0.3,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,SIHOSP
0.17,4,1,1,MICRO
0.5,4,0.3,1,SIHOSP
0.25,3,0.25,1,ERRO
2,4,2,1,MICRO
0.5,3,0.3,1,ACESSO
0.58,3,0.35,1,SIHOSP
0.17,0,0.1,1,BENNER
0.25,4,0.1,1,BENNER
0.33,4,0.2,1,ERRO
0.25,4,0.1,1,ACESSO
1,3,1,1,SIHOSP
2,4,2,1,ACESSO
0.33,4,0.2,1,ERRO
0.5,4,0.3,1,ACESSO
0.17,4,0.1,1,SIHOSP
1,3,1,1,IMPRESSORA
1,4,1,1,SIHOSP
0.5,4,0.3,1,SIHOSP
0.67,4,0.4,1,IMPRESSORA
0.33,4,0.2,1,MICRO
0.17,4,1,1,ERRO
2,4,2,1,ERRO
1,4,1,1,BENNER
0.17,3,1,1,ERRO
0.67,4,0.4,1,IMPRESSORA
0.5,4,30,1,ERRO
0.33,4,0.2,1,IMPRESSORA
0.58,4,0.35,1,ERRO
0.67,3,40,1,SIHOSP
1,4,1,1,MICRO
0.25,4,0.15,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,MICRO
0.17,4,1,1,MICRO
1,4,1,1,SIHOSP
0.17,4,0.1,1,SIHOSP
0.17,4,0.1,1,IMPRESSORA
0.83,4,0.5,1,IMPRESSORA
0.58,1,0.35,1,BENNER
0.25,0,0.15,1,ERRO
0.33,4,0.2,1,MICRO
2,4,2,1,ERRO
1,2,1,1,MICRO
0.17,4,1,1,MICRO
1,4,1,1,ERRO
0.83,4,0.5,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.48,4,1,1,ERRO
0.5,4,0.3,1,BENNER
0.33,4,0.2,1,IMPRESSORA
1,3,1,1,SIHOSP
0.2,4,0.12,1,ERRO
0.33,4,0.2,1,IMPRESSORA
0.63,4,0.38,1,BENNER
1,4,1,1,ERRO
0.58,4,0.35,1,BENNER
0.17,3,0.1,1,SIHOSP
2,4,2,1,ERRO
0.25,0,0.15,1,ERRO
0.33,4,0.2,1,IMPRESSORA
0.01,4,0.3,1,ERRO
0.33,4,0.2,1,IMPRESSORA
0.08,4,0.05,1,SIHOSP
2,4,2,1,ERRO
2,4,2,1,SIHOSP
0.5,4,0.3,1,MICRO
0.5,4,0.3,1,SIHOSP
0.25,0,0.15,1,ERRO
0.33,4,0.2,1,IMPRESSORA
0.83,4,0.5,1,IMPRESSORA
1,4,40,1,ERRO
0.17,4,1,1,MICRO
0.58,4,0.35,1,BENNER
0.25,4,0.15,1,SIHOSP
0.5,4,0.3,1,SIHOSP
1.03,4,1,1,SIHOSP
0.17,4,1,1,MICRO
0.01,3,0.3,1,ERRO
0.17,2,1,1,MICRO
0.17,3,1,1,BENNER
0.01,3,0.3,1,ACESSO
3,4,3,1,IMPRESSORA
2,4,2,1,MICRO
0.5,2,0.3,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,BENNER
0.33,3,20,1,ERRO
0.17,4,1,1,ACESSO
0.01,3,0.3,1,ACESSO
0.01,3,0.3,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.01,3,0.3,1,SIHOSP
1.5,0,1.3,1,BENNER
0.5,4,0.3,1,SIHOSP
1.3,3,1.3,1,IMPRESSORA
2.35,3,2.3,1,ACESSO
0.5,3,1,1,SIHOSP
0.17,2,1,1,MICRO
0.5,4,0.2,1,IMPRESSORA
1,3,1,1,ERRO
0.83,3,0.5,1,IMPRESSORA
0.17,3,1,1,SIHOSP
3,3,3,1,ERRO
0.17,4,1,1,MICRO
0.25,3,0.15,1,BENNER
1,4,1,1,MICRO
0.25,3,0.15,1,BENNER
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
4,3,4,1,ERRO
0.01,3,0.3,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,ERRO
0.01,3,0.3,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,MICRO
0.17,4,1,1,MICRO
1,4,1,1,BENNER
1,3,1,1,BENNER
0.25,3,0.15,1,BENNER
0.17,4,1,1,IMPRESSORA
0.25,3,0.15,1,ERRO
0.25,3,0.15,1,ERRO
0.25,3,0.15,1,BENNER
0.5,4,0.3,1,MICRO
0.01,3,0.3,1,ERRO
0.33,4,0.2,1,MICRO
0.17,3,1,1,MICRO
2,3,2,1,ERRO
0.25,3,0.15,1,BENNER
0.17,4,1,1,MICRO
0.01,4,0.3,1,IMPRESSORA
0.33,3,0.2,1,BENNER
0.04,4,1,1,IMPRESSORA
0.17,4,1,1,IMPRESSORA
0.33,3,0.2,1,BENNER
0.5,3,1,1,ACESSO
0.17,4,1,1,MICRO
0.5,4,0.3,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.33,2,0.2,1,IMPRESSORA
2,3,2,1,ERRO
10,4,1,1,MICRO
2,3,2,1,SIHOSP
0.01,3,0.3,1,SIHOSP
0.17,4,1,1,MICRO
0.17,3,1,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
1.3,4,1.3,1,MICRO
2,3,2,1,BENNER
0.17,4,1,1,MICRO
0.33,3,0.2,1,SIHOSP
0.5,3,0.3,1,IMPRESSORA
0.17,4,1,1,MICRO
1,3,1,1,BENNER
0.01,3,0.3,1,SIHOSP
0.3,3,0.2,1,ERRO
0.01,3,0.3,1,ACESSO
2.3,4,2.3,1,MICRO
0.01,3,0.2,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.25,3,0.15,1,BENNER
1,3,1,1,ACESSO
0.17,3,1,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.33,3,0.2,1,IMPRESSORA
0.17,4,1,1,IMPRESSORA
2,3,2,1,ERRO
3,3,3,1,ERRO
0.17,3,1,1,SIHOSP
0.17,3,1,1,SIHOSP
0.17,4,1,1,SIHOSP
0.17,4,1,1,IMPRESSORA
0.83,4,0.5,1,IMPRESSORA
0.01,3,0.3,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.01,3,0.3,1,SIHOSP
0.25,3,0.15,1,BENNER
3,4,3,1,ACESSO
0.17,4,1,1,SIHOSP
0.58,3,0.35,1,ERRO
0.5,3,0.05,1,ERRO
0.25,3,0.15,1,BENNER
1,3,1,1,IMPRESSORA
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.5,4,0.3,1,IMPRESSORA
0.5,4,0.3,1,MICRO
0.17,4,0.2,1,IMPRESSORA
0.17,4,1,1,IMPRESSORA
0.17,4,1,1,ERRO
0.5,4,0.3,1,ACESSO
2,4,2,1,ACESSO
0.25,4,0.15,1,ERRO
0.33,4,0.2,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,SIHOSP
0.17,4,1,1,BENNER
0.17,4,1,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.01,4,0.2,1,ACESSO
0.33,4,0.2,1,MICRO
0.5,4,0.3,1,ERRO
0.25,4,0.15,1,ERRO
0.17,4,1,1,ACESSO
0.17,4,1,1,MICRO
0.17,4,1,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
0.25,4,0.15,1,ERRO
0.33,4,0.2,1,IMPRESSORA
0.75,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,BENNER
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,ERRO
0.25,4,0.2,1,IMPRESSORA
1,4,1,1,SIHOSP
1,0,1,1,SIHOSP
0.25,4,0.15,1,BENNER
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
1,4,0.3,1,SIHOSP
1,4,1,1,SIHOSP
0.25,4,0.15,1,BENNER
0.33,4,0.2,1,MICRO
1,4,0.2,1,MICRO
0.17,4,1,1,IMPRESSORA
0.5,4,0.3,1,MICRO
0.17,4,1,1,SIHOSP
1,4,1,1,ACESSO
0.5,4,0.3,1,MICRO
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,SIHOSP
0.17,3,1,1,BENNER
0.5,4,0.3,1,ACESSO
0.17,3,1,1,MICRO
1,4,0.2,1,IMPRESSORA
3,4,3,1,BENNER
1,4,1,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.58,3,0.35,1,ERRO
0.5,4,0.3,1,SIHOSP
5,4,5,1,ERRO
2,4,2,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.33,4,0.2,1,MICRO
0.17,4,1,1,MICRO
0.5,3,0.3,1,BENNER
1,4,1,1,BENNER
0.67,4,0.15,1,BENNER
0.5,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,MICRO
0.17,4,1,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
1,4,1,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,SIHOSP
3,4,3,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,SIHOSP
0.17,4,1,1,MICRO
0.5,4,0.3,1,SIHOSP
0.25,4,0.15,1,BENNER
0.33,4,0.2,1,MICRO
0.17,4,0.1,1,SIHOSP
0.25,3,0.15,1,ERRO
0.17,4,1,1,MICRO
2.39,4,2.39,1,ERRO
0.17,4,1,1,MICRO
0.01,4,0.2,1,ACESSO
0.58,4,0.3,1,BENNER
0.17,4,1,1,MICRO
0.25,3,0.15,1,BENNER
1,4,1,1,BENNER
1,3,1,1,ERRO
0.25,3,0.15,1,BENNER
0.25,4,0.15,1,BENNER
1,4,1,1,SIHOSP
4,3,0.2,1,ERRO
0.33,4,0.2,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.33,3,0.2,1,IMPRESSORA
2,0,1,1,SIHOSP
0.47,4,1,1,BENNER
1.5,4,1.5,1,ACESSO
0.17,4,1,1,MICRO
3,3,2,1,ERRO
0.17,4,1,1,MICRO
0.5,3,0.3,1,IMPRESSORA
0.67,4,0.4,1,MICRO
0.63,4,0.38,1,BENNER
5.4,4,5.4,1,SIHOSP
0.25,3,0.15,1,ERRO
2,4,2,1,SIHOSP
0.17,4,1,1,MICRO
0.25,3,0.15,1,BENNER
0.25,3,0.15,1,BENNER
0.5,3,0.3,1,BENNER
0.25,3,0.15,1,BENNER
1,3,1,1,MICRO
0.5,3,0.3,1,BENNER
25,4,0.15,1,ERRO
0.25,3,0.15,1,ERRO
0.17,3,1,1,MICRO
0.87,4,0.52,1,ERRO
0.01,4,0.3,1,SIHOSP
2,3,2,1,MICRO
0.17,4,1,1,MICRO
0.25,4,0.15,1,SIHOSP
3.3,4,2.3,1,MICRO
0.83,4,0.2,1,IMPRESSORA
0.58,4,0.35,1,BENNER
1,1,1,1,ERRO
1,4,1,1,SIHOSP
0.5,4,0.3,1,MICRO
0.25,4,15,2,SIHOSP
0.17,4,1,1,ERRO
0.17,4,1,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
3,4,3,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,SIHOSP
0.02,4,0.3,1,BENNER
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.33,4,0.2,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,IMPRESSORA
0.17,4,1,1,MICRO
1,4,1,1,IMPRESSORA
0.33,4,0.2,1,SIHOSP
0.25,1,0.15,1,SIHOSP
0.5,4,0.3,1,ACESSO
0.17,4,1,1,SIHOSP
0.17,4,1,1,MICRO
1,3,1,1,BENNER
0.17,4,1,1,MICRO
0.5,4,0.3,1,ERRO
1,4,1,1,ERRO
0.5,4,0.3,1,BENNER
0.5,4,0.3,1,SIHOSP
0.17,4,1,1,BENNER
0.17,4,1,1,SIHOSP
0.17,4,1,1,MICRO
0.25,4,0.15,1,BENNER
0.17,4,1,1,MICRO
0.17,4,0.1,1,IMPRESSORA
0.25,4,0.15,1,BENNER
5,4,30,1,ERRO
0.6,4,0.36,1,SIHOSP
2,3,15,1,ERRO
1.01,4,1.01,1,BENNER
0.17,4,0.1,1,MICRO
1,4,1,1,BENNER
1,4,1,1,BENNER
1,4,1,1,SIHOSP
1,4,1,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,ACESSO
0.5,4,0.3,1,ACESSO
0.58,3,1,1,ERRO
3,3,3,1,BENNER
0.58,3,0.35,1,ERRO
0.17,4,1,1,MICRO
1,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,SIHOSP
0.17,4,1,1,MICRO
1,4,1,1,BENNER
0.33,4,0.2,1,MICRO
0.17,4,1,1,MICRO
0.58,0,0.35,1,BENNER
0.17,4,0.2,1,IMPRESSORA
0.5,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,ACESSO
2,4,3,1,SIHOSP
0.17,4,0.1,1,MICRO
0.5,4,0.3,1,BENNER
0.17,4,1,1,MICRO
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,SIHOSP
2,0,2,1,SIHOSP
1.3,4,0.2,1,IMPRESSORA
1,4,1,1,IMPRESSORA
0.25,4,0.15,1,SIHOSP
0.5,4,0.3,1,ACESSO
1,3,1,1,ERRO
0.5,4,0.3,1,ACESSO
0.5,3,0.3,1,SIHOSP
0.28,4,0.17,1,BENNER
1,4,1,1,ERRO
2,4,2,1,SIHOSP
1,4,1,1,ERRO
2,4,2,1,ERRO
2,4,2,1,ERRO
0.17,4,1,1,MICRO
1,4,1,1,ERRO
2,4,2,1,MICRO
0.17,4,1,1,ERRO
1,4,1,1,SIHOSP
0.5,4,0.3,1,MICRO
0.17,1,0.1,1,IMPRESSORA
1,4,1,1,MICRO
0.17,4,1,1,SIHOSP
0.17,4,1,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
1,4,1,1,SIHOSP
0.33,4,0.2,1,SIHOSP
1,3,1,1,BENNER
0.25,4,0.35,1,ERRO
1,4,1,1,ERRO
0.17,3,0.1,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,0.1,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.17,4,0.1,1,IMPRESSORA
0.17,4,0.2,1,MICRO
0.17,4,1,1,IMPRESSORA
0.33,4,0.1,1,IMPRESSORA
0.58,4,0.35,1,BENNER
1,4,1,1,MICRO
1,4,1,1,ACESSO
1,4,1,1,SIHOSP
1,4,1,1,MICRO
0.88,4,0.53,1,BENNER
0.5,4,0.3,1,BENNER
2,4,2,1,MICRO
0.5,4,0.3,1,ACESSO
0.33,4,0.15,1,IMPRESSORA
0.17,4,1,1,MICRO
0.33,4,0.2,1,MICRO
0.17,4,1,1,IMPRESSORA
0.25,4,0.15,1,BENNER
0.58,3,0.35,1,SIHOSP
0.17,4,1,1,IMPRESSORA
2,4,2,1,BENNER
1,4,1,1,BENNER
0.33,4,0.2,1,ERRO
0.17,4,0.15,1,IMPRESSORA
1,4,1,1,ACESSO
1,4,1,1,ERRO
1,4,1,1,ACESSO
0.17,4,0.1,1,IMPRESSORA
1,4,1,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,MICRO
1,4,1,1,IMPRESSORA
1,4,1,1,SIHOSP
0.25,4,0.15,1,SIHOSP
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,SIHOSP
1,4,1,1,IMPRESSORA
0.33,4,0.2,1,SIHOSP
0.01,4,0.3,1,ACESSO
1,4,1,1,ACESSO
3,4,3,1,MICRO
1,4,2,1,ERRO
0.17,4,0.1,1,MICRO
0.55,4,1,1,ACESSO
3,4,3,1,MICRO
0.17,4,1,1,BENNER
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.01,4,0.35,1,IMPRESSORA
2,4,0.2,1,IMPRESSORA
0.17,0,0.5,1,BENNER
0.17,4,1,1,MICRO
1,4,1,1,MICRO
0.17,3,0.1,1,SIHOSP
0.33,4,0.2,1,MICRO
2,4,1,1,IMPRESSORA
0.17,4,1,1,SIHOSP
0.17,4,0.1,1,IMPRESSORA
1,4,1,1,MICRO
0.17,4,0.1,1,ERRO
1,4,1,1,ERRO
0.25,4,1,1,BENNER
2,4,2,1,MICRO
0.5,4,0.3,1,BENNER
0.5,4,0.3,1,BENNER
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.33,4,0.2,1,ERRO
0.17,4,1,1,MICRO
1.45,4,1.4,1,SIHOSP
1,4,1,1,ACESSO
1,4,1,1,IMPRESSORA
1,4,1,1,ACESSO
2,4,1,1,ERRO
0.17,4,0.1,1,SIHOSP
0.25,4,0.3,1,ACESSO
0.83,4,0.5,1,IMPRESSORA
1,4,1,1,ERRO
0.5,4,1,1,ACESSO
0.35,4,0.3,1,ERRO
0.5,4,0.3,1,SIHOSP
2.35,4,2,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,BENNER
0.17,4,1,1,SIHOSP
0.17,4,0.1,1,IMPRESSORA
1,4,1,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
1,4,1,1,ERRO
0.5,4,0.3,1,ACESSO
2,4,1,1,BENNER
0.5,4,0.3,1,SIHOSP
5,4,30,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
3.23,4,3.23,1,SIHOSP
1,3,1,1,MICRO
0.58,1,0.35,1,ERRO
0.33,4,0.2,1,IMPRESSORA
1.25,4,1,1,ERRO
0.33,4,0.2,1,MICRO
3,4,3,1,MICRO
0.17,4,0.1,1,IMPRESSORA
0.25,4,0.15,1,BENNER
1,4,1,1,ACESSO
0.5,4,0.3,1,ACESSO
0.08,4,0.05,1,BENNER
0.17,4,0.1,1,IMPRESSORA
4.29,4,5,1,SIHOSP
0.25,4,0.15,1,IMPRESSORA
0.17,4,1,1,MICRO
0.17,3,1,1,ACESSO
0.17,4,1,1,SIHOSP
0.25,4,0.15,1,IMPRESSORA
0.25,4,0.15,1,IMPRESSORA
0.25,4,0.15,1,IMPRESSORA
2,4,2,1,SIHOSP
0.25,4,0.2,1,IMPRESSORA
1,4,1,1,MICRO
0.17,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,SIHOSP
1,4,1,1,ACESSO
0.17,4,1,1,MICRO
0.43,4,0.26,1,BENNER
0.25,4,0.15,1,BENNER
4,4,4,1,MICRO
0.5,4,0.3,1,ACESSO
1,4,1,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.01,4,1,1,ERRO
2,4,2,1,SIHOSP
1,4,1,1,SIHOSP
3,4,3,1,ERRO
0.33,4,0.2,1,BENNER
4,4,4,1,SIHOSP
102,4,1,1,BENNER
0.17,2,0.1,1,SIHOSP
1,4,1,1,MICRO
2,4,2,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.5,4,0.15,1,SIHOSP
0.17,4,1,1,MICRO
1,3,1,1,MICRO
0.17,4,1,1,MICRO
0.5,4,0.3,1,SIHOSP
0.17,4,0.1,1,IMPRESSORA
0.01,4,0.3,1,MICRO
0.17,4,1,1,MICRO
0.25,4,0.15,1,IMPRESSORA
1,4,1,1,SIHOSP
2,2,2,1,MICRO
0.33,4,0.2,1,IMPRESSORA
1.57,4,1,1,BENNER
1,4,1,1,BENNER
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.83,4,0.5,1,IMPRESSORA
0.33,4,0.2,1,ERRO
0.58,4,35,1,BENNER
0.17,4,1,1,MICRO
1,4,1,1,SIHOSP
0.5,4,1,1,ACESSO
0.5,4,0.3,1,SIHOSP
4,4,4,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.5,3,0.3,1,ERRO
0.17,4,1,1,MICRO
0.17,4,0.1,1,ERRO
0.17,4,0.1,1,MICRO
1,4,1,1,ACESSO
0.5,4,0.3,1,ACESSO
0.33,2,2,1,SIHOSP
0.5,3,0.3,1,ERRO
0.62,4,1,1,SIHOSP
0.33,4,0.2,1,SIHOSP
0.17,4,0.1,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
1,4,1,1,MICRO
1,4,1,1,MICRO
0.5,4,0.3,1,ERRO
0.25,4,0.15,1,IMPRESSORA
0.33,3,0.2,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,MICRO
0.5,4,0.3,1,ACESSO
0.17,4,0.15,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
25,4,15,1,BENNER
1,4,1,1,IMPRESSORA
1,4,30,1,IMPRESSORA
0.5,4,0.3,1,MICRO
0.17,4,1,1,ACESSO
0.25,4,0.2,1,SIHOSP
0.33,4,0.2,1,MICRO
2,4,2,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.33,3,0.2,1,IMPRESSORA
0.5,4,0.3,1,ERRO
0.17,4,1,1,MICRO
2,4,1,1,ERRO
1,3,1,1,SIHOSP
0.17,4,1,1,MICRO
1,4,1,1,BENNER
0.17,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,ERRO
0.17,4,1,1,MICRO
0.13,4,0.1,1,BENNER
0.33,4,20,1,IMPRESSORA
0.5,4,0.3,1,IMPRESSORA
0.17,4,1,1,ACESSO
0.25,4,0.15,1,IMPRESSORA
0.5,4,1,1,IMPRESSORA
0.67,4,40,1,IMPRESSORA
0.58,4,0.15,1,ERRO
0.5,1,0.3,1,ERRO
0.5,4,0.3,1,ACESSO
0.58,4,0.35,1,BENNER
0.5,4,0.3,1,ACESSO
0.5,4,0.3,1,ERRO
0.5,4,0.3,1,ERRO
0.5,4,0.3,1,BENNER
0.33,4,0.1,1,IMPRESSORA
1,4,1,1,SIHOSP
0.33,4,0.2,1,SIHOSP
