TEMPO,TIPO,ANO
27.42,ERRO,2010
27.42,ERRO,2010
19.62,ERRO,2010
3.4,MICRO,2010
48.39,IMPRESSORA,2010
48.39,IMPRESSORA,2010
82.63,IMPRESSORA,2010
62.29,SIHOSP,2010
55.62,SIHOSP,2010
5.51,ERRO,2010
3.42,MICRO,2010
52.32,IMPRESSORA,2010
52.32,IMPRESSORA,2010
18.57,SIHOSP,2010
21.57,ERRO,2010
2.51,SIHOSP,2010
2.63,SIHOSP,2010
3.4,MICRO,2010
21.36,MICRO,2010
21.36,MICRO,2010
21.36,SIHOSP,2010
7.53,SIHOSP,2010
53.53,IMPRESSORA,2010
82.59,IMPRESSORA,2010
67.26,IMPRESSORA,2010
20.37,MICRO,2010
69.58,IMPRESSORA,2010
6.37,SIHOSP,2010
3.36,ACESSO,2010
46.35,ERRO,2010
1.58,MICRO,2010
5.66,ACESSO,2010
41.53,IMPRESSORA,2010
47.35,IMPRESSORA,2010
74.34,ERRO,2010
41.32,SIHOSP,2010
6.52,MICRO,2010
52.52,IMPRESSORA,2010
52.51,IMPRESSORA,2010
2.61,MICRO,2010
41.5,IMPRESSORA,2010
3.32,MICRO,2010
3.32,MICRO,2010
3.32,MICRO,2010
2.3,MICRO,2010
53.53,IMPRESSORA,2010
53.52,IMPRESSORA,2010
41.3,SIHOSP,2010
54.39,ERRO,2010
68.62,IMPRESSORA,2010
1.35,MICRO,2010
47.35,IMPRESSORA,2010
1.34,MICRO,2010
5.56,SIHOSP,2010
49.4,SIHOSP,2010
2.38,MICRO,2010
88.3,IMPRESSORA,2010
88.3,IMPRESSORA,2010
69.5,IMPRESSORA,2010
8.58,SIHOSP,2010
1.39,ERRO,2010
1.32,IMPRESSORA,2010
22.32,MICRO,2010
37.3,ERRO,2010
16.44,ERRO,2010
50.42,ERRO,2010
24.56,MICRO,2010
66.56,IMPRESSORA,2010
6.55,SIHOSP,2010
6.55,SIHOSP,2010
36.32,MICRO,2010
36.3,MICRO,2010
66.54,IMPRESSORA,2010
2.26,SIHOSP,2010
2.26,ACESSO,2010
7.25,MICRO,2010
17.25,SIHOSP,2010
4.54,SIHOSP,2010
4.54,IMPRESSORA,2010
21.57,IMPRESSORA,2010
11.36,IMPRESSORA,2010
49.49,IMPRESSORA,2010
16.57,MICRO,2010
16.51,SIHOSP,2010
8.65,ERRO,2010
48.55,MICRO,2010
48.54,ERRO,2010
48.54,ERRO,2010
46.35,IMPRESSORA,2010
35.64,SIHOSP,2010
4.56,ACESSO,2010
29.28,MICRO,2010
5.27,IMPRESSORA,2010
32.67,IMPRESSORA,2010
32.66,IMPRESSORA,2010
32.65,IMPRESSORA,2010
32.65,IMPRESSORA,2010
32.62,IMPRESSORA,2010
32.62,IMPRESSORA,2010
32.62,IMPRESSORA,2010
32.61,IMPRESSORA,2010
32.61,IMPRESSORA,2010
32.58,IMPRESSORA,2010
26.51,MICRO,2010
16.42,SIHOSP,2010
16.42,SIHOSP,2010
38.58,IMPRESSORA,2010
5.51,SIHOSP,2010
36.63,MICRO,2010
4.65,ACESSO,2010
4.64,BENNER,2010
28.63,MICRO,2010
26.34,IMPRESSORA,2010
34.62,IMPRESSORA,2010
34.61,IMPRESSORA,2010
22.58,MICRO,2010
34.57,IMPRESSORA,2010
2.56,MICRO,2010
7.37,IMPRESSORA,2010
56.34,SIHOSP,2010
6.32,MICRO,2010
1.63,ERRO,2010
26.57,MICRO,2010
2.57,MICRO,2010
55.57,MICRO,2010
26.57,MICRO,2010
12.27,SIHOSP,2010
6.27,SIHOSP,2010
24.38,ACESSO,2010
24.36,IMPRESSORA,2010
27.34,MICRO,2010
6.33,MICRO,2010
7.48,IMPRESSORA,2010
33.34,IMPRESSORA,2010
15.6,ERRO,2010
39.51,IMPRESSORA,2010
1.32,SIHOSP,2010
27.6,IMPRESSORA,2010
5.53,IMPRESSORA,2010
19.31,IMPRESSORA,2010
19.31,IMPRESSORA,2010
19.58,ERRO,2010
20.36,ACESSO,2010
17.64,IMPRESSORA,2010
5.64,MICRO,2010
17.37,IMPRESSORA,2010
33.42,IMPRESSORA,2010
25.29,IMPRESSORA,2010
3.29,MICRO,2010
1.43,MICRO,2010
17.43,MICRO,2010
9.43,MICRO,2010
21.42,IMPRESSORA,2010
17.39,MICRO,2010
13.35,MICRO,2010
20.25,ERRO,2010
15.24,SIHOSP,2010
78.52,SIHOSP,2010
14.51,ACESSO,2010
1.35,SIHOSP,2010
19.33,IMPRESSORA,2010
2.34,SIHOSP,2010
1.29,MICRO,2010
11.56,SIHOSP,2010
3.31,ERRO,2010
10.32,ACESSO,2010
1.33,SIHOSP,2010
34.32,ERRO,2010
20.32,SIHOSP,2010
86.65,ERRO,2010
3.61,MICRO,2010
10.57,IMPRESSORA,2010
6.63,MICRO,2010
3.61,IMPRESSORA,2010
3.6,IMPRESSORA,2010
5.51,ERRO,2010
6.41,IMPRESSORA,2010
10.28,SIHOSP,2010
7.28,IMPRESSORA,2010
9.33,MICRO,2010
11.54,ACESSO,2010
88.52,ERRO,2010
8.51,MICRO,2010
8.51,MICRO,2010
5.37,IMPRESSORA,2010
8.37,MICRO,2010
6.32,IMPRESSORA,2010
6.62,IMPRESSORA,2010
6.6,IMPRESSORA,2010
8.56,ACESSO,2010
8.55,MICRO,2010
8.55,MICRO,2010
6.43,MICRO,2010
3.41,SIHOSP,2010
4.3,ERRO,2010
2.3,MICRO,2010
6.4,IMPRESSORA,2010
6.39,IMPRESSORA,2010
6.39,IMPRESSORA,2010
6.36,IMPRESSORA,2010
2.32,SIHOSP,2010
3.3,IMPRESSORA,2010
56.41,SIHOSP,2010
56.4,ERRO,2010
56.4,ERRO,2010
2.69,MICRO,2010
2.59,MICRO,2010
2.59,MICRO,2010
1.57,MICRO,2010
3.32,SIHOSP,2010
3.32,MICRO,2010
3.32,MICRO,2010
3.32,MICRO,2010
3.31,MICRO,2010
59.28,ERRO,2010
3.27,ERRO,2010
3.27,ERRO,2010
76.33,ERRO,2010
1.58,MICRO,2010
56.38,SIHOSP,2010
68.39,SIHOSP,2010
1.36,ERRO,2010
1.35,MICRO,2010
50.31,SIHOSP,2010
6.32,MICRO,2010
3.32,BENNER,2010
6.3,MICRO,2010
93.52,SIHOSP,2010
2.57,MICRO,2010
7.54,SIHOSP,2010
30.6,ERRO,2010
1.53,SIHOSP,2010
1.67,ERRO,2010
89.66,ERRO,2010
1.64,BENNER,2010
63.33,MICRO,2010
1.36,SIHOSP,2010
1.32,ERRO,2010
87.29,ERRO,2010
17.34,ACESSO,2010
5.57,SIHOSP,2010
4.52,ACESSO,2010
10.65,MICRO,2010
3.65,MICRO,2010
3.49,IMPRESSORA,2010
5.49,MICRO,2010
54.49,ERRO,2010
24.49,MICRO,2010
79.47,ERRO,2010
4.46,BENNER,2010
5.66,ERRO,2010
75.33,SIHOSP,2010
6.33,ERRO,2010
9.64,SIHOSP,2010
1.33,ACESSO,2010
81.29,ERRO,2010
72.44,MICRO,2010
3.44,SIHOSP,2010
4.29,MICRO,2010
81.51,SIHOSP,2010
22.61,ERRO,2010
33.59,SIHOSP,2010
1.41,SIHOSP,2010
60.4,ERRO,2010
21.66,ERRO,2010
48.52,IMPRESSORA,2010
9.31,SIHOSP,2010
6.53,SIHOSP,2010
66.54,ERRO,2010
33.66,MICRO,2010
4.66,MICRO,2010
7.39,IMPRESSORA,2010
5.53,SIHOSP,2010
10.54,ERRO,2010
2.59,SIHOSP,2010
3.59,SIHOSP,2010
26.67,ERRO,2010
3.58,MICRO,2010
2.58,ERRO,2010
12.5,SIHOSP,2010
29.54,ERRO,2010
7.54,IMPRESSORA,2010
6.51,MICRO,2010
27.34,MICRO,2010
4.33,ERRO,2010
45.31,MICRO,2010
3.57,ERRO,2010
3.52,MICRO,2010
2.38,ACESSO,2010
11.36,SIHOSP,2010
73.56,SIHOSP,2010
24.56,SIHOSP,2010
24.56,SIHOSP,2010
19.67,ACESSO,2010
3.63,MICRO,2010
7.57,IMPRESSORA,2010
24.56,SIHOSP,2010
24.56,SIHOSP,2010
24.56,SIHOSP,2010
24.56,SIHOSP,2010
1.31,MICRO,2010
20.54,MICRO,2010
7.38,IMPRESSORA,2010
1.3,IMPRESSORA,2010
38.35,MICRO,2010
38.35,ERRO,2010
5.27,ERRO,2010
3.6,MICRO,2010
4.31,IMPRESSORA,2010
1.57,IMPRESSORA,2010
1.57,IMPRESSORA,2010
7.56,ACESSO,2010
1.54,IMPRESSORA,2010
13.28,SIHOSP,2010
4.65,MICRO,2010
12.62,MICRO,2010
5.36,MICRO,2010
3.61,IMPRESSORA,2010
6.54,MICRO,2010
6.51,MICRO,2010
5.41,ACESSO,2010
3.29,IMPRESSORA,2010
3.29,IMPRESSORA,2010
6.63,MICRO,2010
12.59,IMPRESSORA,2010
1.55,SIHOSP,2010
61.55,MICRO,2010
4.66,IMPRESSORA,2010
10.66,ERRO,2010
53.59,MICRO,2010
11.57,SIHOSP,2010
4.38,IMPRESSORA,2010
3.32,ERRO,2010
6.67,MICRO,2010
5.62,MICRO,2010
4.28,IMPRESSORA,2010
44.27,ERRO,2010
3.26,SIHOSP,2010
6.36,MICRO,2010
2.3,SIHOSP,2010
4.61,IMPRESSORA,2010
16.56,IMPRESSORA,2010
16.55,MICRO,2010
41.57,MICRO,2010
7.58,MICRO,2010
6.57,MICRO,2010
13.38,IMPRESSORA,2010
71.33,ERRO,2010
8.35,IMPRESSORA,2010
21.65,MICRO,2011
2.61,MICRO,2011
22.61,MICRO,2011
6.56,IMPRESSORA,2010
4.51,MICRO,2010
6.51,IMPRESSORA,2010
6.36,ERRO,2010
7.6,MICRO,2010
29.34,MICRO,2010
29.34,SIHOSP,2010
8.54,MICRO,2010
8.54,IMPRESSORA,2010
42.3,MICRO,2011
12.39,IMPRESSORA,2011
10.54,IMPRESSORA,2011
12.27,MICRO,2011
3.36,SIHOSP,2011
14.62,MICRO,2011
15.61,MICRO,2011
12.45,IMPRESSORA,2011
7.44,MICRO,2011
20.42,SIHOSP,2011
1.52,IMPRESSORA,2011
1.52,IMPRESSORA,2011
6.51,IMPRESSORA,2011
7.4,MICRO,2011
6.39,MICRO,2011
1.3,ERRO,2011
5.65,IMPRESSORA,2011
13.44,MICRO,2011
15.58,MICRO,2011
7.44,IMPRESSORA,2011
31.44,MICRO,2011
5.41,MICRO,2011
13.4,IMPRESSORA,2011
3.4,IMPRESSORA,2011
1.43,SIHOSP,2011
14.41,MICRO,2011
5.59,IMPRESSORA,2011
4.51,IMPRESSORA,2011
7.45,ACESSO,2011
6.59,MICRO,2011
5.55,SIHOSP,2011
16.44,MICRO,2011
2.43,IMPRESSORA,2011
5.61,SIHOSP,2011
1.39,SIHOSP,2011
1.39,SIHOSP,2011
1.39,SIHOSP,2011
1.38,SIHOSP,2011
63.38,MICRO,2011
2.32,SIHOSP,2011
42.32,SIHOSP,2011
42.32,SIHOSP,2011
1.32,SIHOSP,2011
1.3,BENNER,2011
11.37,IMPRESSORA,2011
4.37,MICRO,2011
3.64,IMPRESSORA,2011
3.5,IMPRESSORA,2011
7.31,MICRO,2011
2.37,IMPRESSORA,2011
2.32,SIHOSP,2011
1.51,ERRO,2011
2.44,ERRO,2011
2.29,MICRO,2011
4.57,IMPRESSORA,2011
6.31,MICRO,2011
4.31,IMPRESSORA,2011
8.7,IMPRESSORA,2011
5.62,IMPRESSORA,2011
8.56,MICRO,2011
5.56,ERRO,2011
5.55,ERRO,2011
6.35,ERRO,2011
4.67,IMPRESSORA,2011
5.64,MICRO,2011
8.66,ERRO,2011
2.43,MICRO,2011
8.57,SIHOSP,2011
57.54,IMPRESSORA,2011
4.32,BENNER,2011
4.31,ERRO,2011
3.28,IMPRESSORA,2011
7.28,ERRO,2011
4.28,IMPRESSORA,2011
4.27,MICRO,2011
2.32,IMPRESSORA,2011
12.67,IMPRESSORA,2011
1.38,SIHOSP,2011
9.3,MICRO,2011
2.3,IMPRESSORA,2011
7.55,BENNER,2011
2.54,IMPRESSORA,2011
11.51,MICRO,2011
15.32,MICRO,2011
1.44,IMPRESSORA,2011
92.51,SIHOSP,2011
48.52,IMPRESSORA,2011
1.27,SIHOSP,2011
2.54,MICRO,2011
15.42,ERRO,2011
5.59,IMPRESSORA,2011
5.47,IMPRESSORA,2011
14.5,ERRO,2011
2.37,MICRO,2011
5.36,IMPRESSORA,2011
6.64,IMPRESSORA,2011
32.62,SIHOSP,2011
13.39,SIHOSP,2011
14.25,ERRO,2011
8.26,ACESSO,2011
7.66,SIHOSP,2011
35.28,ERRO,2011
11.25,IMPRESSORA,2011
7.61,MICRO,2011
12.6,IMPRESSORA,2011
1.57,MICRO,2011
1.56,MICRO,2011
33.54,ERRO,2011
10.57,IMPRESSORA,2011
5.57,BENNER,2011
4.61,IMPRESSORA,2011
7.59,MICRO,2011
4.59,IMPRESSORA,2011
1.45,MICRO,2011
6.24,ERRO,2011
6.23,ERRO,2011
4.38,ERRO,2011
8.28,IMPRESSORA,2011
4.55,SIHOSP,2011
3.55,ERRO,2011
1.63,IMPRESSORA,2011
1.63,MICRO,2011
1.63,MICRO,2011
28.61,SIHOSP,2011
29.6,MICRO,2011
3.38,IMPRESSORA,2011
3.27,IMPRESSORA,2011
6.4,BENNER,2011
4.4,IMPRESSORA,2011
7.4,MICRO,2011
7.39,MICRO,2011
23.56,ERRO,2011
34.39,MICRO,2011
3.33,ERRO,2011
16.53,IMPRESSORA,2011
6.52,MICRO,2011
4.66,IMPRESSORA,2011
4.56,IMPRESSORA,2011
4.55,IMPRESSORA,2011
9.5,SIHOSP,2011
6.51,IMPRESSORA,2011
24.68,IMPRESSORA,2011
3.67,ERRO,2011
5.64,IMPRESSORA,2011
7.63,MICRO,2011
4.55,MICRO,2011
3.38,IMPRESSORA,2011
3.55,MICRO,2011
4.35,SIHOSP,2011
4.34,SIHOSP,2011
4.62,IMPRESSORA,2011
4.28,MICRO,2011
14.54,IMPRESSORA,2011
5.38,IMPRESSORA,2011
14.3,ERRO,2011
5.52,ERRO,2011
7.52,IMPRESSORA,2011
7.52,IMPRESSORA,2011
8.26,MICRO,2011
12.26,MICRO,2011
5.67,MICRO,2011
4.61,MICRO,2011
6.17,MICRO,2011
2.6,IMPRESSORA,2011
1.38,MICRO,2011
21.37,IMPRESSORA,2011
5.16,IMPRESSORA,2011
5.15,IMPRESSORA,2011
5.15,IMPRESSORA,2011
11.15,IMPRESSORA,2011
1.66,IMPRESSORA,2011
11.13,MICRO,2011
36.12,ERRO,2011
9.2,ERRO,2011
3.19,SIHOSP,2011
5.41,MICRO,2011
3.41,MICRO,2011
3.4,IMPRESSORA,2011
3.38,IMPRESSORA,2011
3.36,MICRO,2011
6.36,SIHOSP,2011
4.64,MICRO,2011
4.39,MICRO,2011
5.39,IMPRESSORA,2011
1.25,IMPRESSORA,2011
4.25,BENNER,2011
7.28,MICRO,2011
4.28,IMPRESSORA,2011
4.26,ERRO,2011
1.63,SIHOSP,2011
2.63,MICRO,2011
1.31,BENNER,2011
5.35,SIHOSP,2011
1.36,ERRO,2011
8.33,SIHOSP,2011
5.32,IMPRESSORA,2011
2.67,IMPRESSORA,2011
10.38,ACESSO,2011
11.56,IMPRESSORA,2011
4.41,IMPRESSORA,2011
4.38,MICRO,2011
5.38,ERRO,2011
2.73,MICRO,2011
1.39,SIHOSP,2011
1.35,IMPRESSORA,2011
1.35,IMPRESSORA,2011
4.55,MICRO,2011
1.36,MICRO,2011
11.36,MICRO,2011
5.28,BENNER,2011
4.63,BENNER,2011
2.58,IMPRESSORA,2011
4.65,IMPRESSORA,2011
1.26,BENNER,2011
5.26,ERRO,2011
34.5,IMPRESSORA,2011
5.41,IMPRESSORA,2011
5.61,SIHOSP,2011
5.61,SIHOSP,2011
5.42,MICRO,2011
33.31,MICRO,2011
55.3,MICRO,2011
1.29,MICRO,2011
23.29,ERRO,2011
73.39,ERRO,2011
36.38,SIHOSP,2011
2.33,MICRO,2011
1.65,IMPRESSORA,2011
1.65,MICRO,2011
3.23,SIHOSP,2011
1.56,ERRO,2011
3.48,MICRO,2011
1.66,MICRO,2011
13.65,SIHOSP,2011
4.57,ERRO,2011
5.36,IMPRESSORA,2011
62.39,SIHOSP,2011
3.53,ERRO,2011
1.57,IMPRESSORA,2011
1.57,MICRO,2011
1.42,MICRO,2011
2.64,MICRO,2011
5.55,MICRO,2011
40.3,IMPRESSORA,2011
1.29,ERRO,2011
5.63,ERRO,2011
5.59,ERRO,2011
1.52,SIHOSP,2011
9.52,BENNER,2011
9.5,IMPRESSORA,2011
2.49,ERRO,2011
9.25,ERRO,2011
6.64,MICRO,2011
1.29,ERRO,2011
1.29,ERRO,2011
1.29,ERRO,2011
1.51,MICRO,2011
5.68,MICRO,2011
3.18,ERRO,2011
92.17,ERRO,2011
4.64,MICRO,2011
6.56,SIHOSP,2011
2.55,MICRO,2011
4.54,MICRO,2011
6.56,IMPRESSORA,2011
17.64,ERRO,2011
17.64,ERRO,2011
6.32,IMPRESSORA,2011
3.64,MICRO,2011
8.32,SIHOSP,2011
1.27,IMPRESSORA,2011
7.29,MICRO,2011
44.25,SIHOSP,2011
5.36,IMPRESSORA,2011
3.36,SIHOSP,2011
5.27,MICRO,2011
4.39,SIHOSP,2011
6.45,MICRO,2011
2.34,IMPRESSORA,2011
2.34,IMPRESSORA,2011
1.3,IMPRESSORA,2011
19.28,BENNER,2011
1.53,ERRO,2011
6.67,ERRO,2011
2.52,MICRO,2011
6.51,MICRO,2011
4.64,MICRO,2011
4.32,SIHOSP,2011
6.31,MICRO,2011
12.7,MICRO,2011
2.7,MICRO,2011
6.27,BENNER,2011
6.27,BENNER,2011
6.27,BENNER,2011
6.27,BENNER,2011
6.27,BENNER,2011
2.62,IMPRESSORA,2011
2.62,IMPRESSORA,2011
2.61,IMPRESSORA,2011
13.55,MICRO,2011
77.4,ERRO,2011
2.61,MICRO,2011
5.61,MICRO,2011
3.52,MICRO,2011
4.49,ERRO,2011
2.36,IMPRESSORA,2011
2.35,SIHOSP,2011
3.46,ERRO,2011
1.45,ERRO,2011
74.69,SIHOSP,2011
11.55,MICRO,2011
5.53,IMPRESSORA,2011
6.29,IMPRESSORA,2011
67.5,BENNER,2011
1.7,IMPRESSORA,2011
1.7,MICRO,2011
1.31,IMPRESSORA,2011
39.4,ERRO,2011
4.25,IMPRESSORA,2011
63.5,BENNER,2011
48.5,ERRO,2011
1.63,MICRO,2011
7.62,ERRO,2011
7.45,BENNER,2011
4.57,BENNER,2011
3.57,IMPRESSORA,2011
26.44,ERRO,2011
3.44,IMPRESSORA,2011
14.29,SIHOSP,2011
1.39,ERRO,2011
1.6,ERRO,2011
1.62,MICRO,2011
21.53,ERRO,2011
65.5,SIHOSP,2011
14.38,BENNER,2011
48.38,ERRO,2011
48.38,ERRO,2011
19.29,ERRO,2011
20.28,ERRO,2011
13.3,MICRO,2011
58.3,ERRO,2011
43.29,BENNER,2011
55.58,BENNER,2011
26.66,BENNER,2011
17.6,ERRO,2011
40.61,ERRO,2011
26.6,BENNER,2011
1.66,ERRO,2011
12.59,SIHOSP,2011
2.59,SIHOSP,2011
10.4,MICRO,2011
26.67,ERRO,2011
14.53,ERRO,2011
8.43,IMPRESSORA,2011
42.51,BENNER,2011
6.5,IMPRESSORA,2011
1.59,SIHOSP,2011
14.57,ERRO,2011
7.36,ERRO,2011
7.36,ERRO,2011
36.61,ERRO,2011
5.61,IMPRESSORA,2011
4.52,ACESSO,2011
6.51,ERRO,2011
78.27,SIHOSP,2011
1.32,ERRO,2011
50.5,ERRO,2011
8.26,SIHOSP,2011
8.3,ERRO,2011
30.4,BENNER,2011
4.43,MICRO,2011
5.56,SIHOSP,2011
52.45,MICRO,2011
3.45,SIHOSP,2011
3.34,SIHOSP,2011
1.68,MICRO,2011
35.29,BENNER,2011
26.41,MICRO,2011
6.4,IMPRESSORA,2011
5.58,IMPRESSORA,2011
20.26,SIHOSP,2011
5.26,ERRO,2011
4.29,IMPRESSORA,2011
1.28,ERRO,2011
5.25,BENNER,2011
4.68,SIHOSP,2011
1.51,MICRO,2011
20.5,BENNER,2011
2.42,IMPRESSORA,2011
3.57,MICRO,2011
12.44,ERRO,2011
43.43,ERRO,2011
46.27,SIHOSP,2011
19.6,ERRO,2011
26.58,SIHOSP,2011
41.57,BENNER,2011
40.57,BENNER,2011
36.57,SIHOSP,2011
15.57,ERRO,2011
2.57,ERRO,2011
40.56,BENNER,2011
17.59,ERRO,2011
24.53,ERRO,2011
24.52,SIHOSP,2011
5.25,MICRO,2011
33.4,ERRO,2011
34.29,ERRO,2011
21.28,SIHOSP,2011
28.4,SIHOSP,2011
9.58,MICRO,2011
12.27,MICRO,2011
32.3,SIHOSP,2011
39.27,SIHOSP,2011
1.65,IMPRESSORA,2011
24.54,ERRO,2011
4.68,MICRO,2011
10.59,SIHOSP,2011
24.5,IMPRESSORA,2011
14.26,SIHOSP,2011
27.26,SIHOSP,2011
21.26,SIHOSP,2011
18.35,SIHOSP,2011
33.28,SIHOSP,2011
7.37,BENNER,2011
5.7,IMPRESSORA,2011
4.67,IMPRESSORA,2011
34.61,IMPRESSORA,2011
4.51,IMPRESSORA,2011
6.25,ERRO,2011
5.25,ERRO,2011
4.58,ERRO,2011
12.58,BENNER,2011
6.53,ERRO,2011
4.27,SIHOSP,2011
4.49,IMPRESSORA,2011
7.37,SIHOSP,2011
7.5,BENNER,2011
14.5,MICRO,2011
25.5,BENNER,2011
9.32,BENNER,2011
17.32,SIHOSP,2011
5.35,BENNER,2011
14.36,BENNER,2011
3.68,IMPRESSORA,2011
9.67,MICRO,2011
19.5,BENNER,2011
3.29,IMPRESSORA,2011
2.72,SIHOSP,2011
4.72,IMPRESSORA,2011
1.69,MICRO,2011
2.41,ERRO,2011
16.4,ERRO,2011
5.39,ERRO,2011
89.3,SIHOSP,2011
86.3,SIHOSP,2011
2.41,SIHOSP,2011
14.4,SIHOSP,2011
15.4,SIHOSP,2011
5.63,IMPRESSORA,2011
10.62,ERRO,2011
1.62,SIHOSP,2011
2.65,MICRO,2011
1.28,MICRO,2011
6.29,BENNER,2011
25.29,IMPRESSORA,2011
6.62,IMPRESSORA,2011
12.58,ERRO,2011
5.34,ERRO,2011
5.33,MICRO,2011
2.33,IMPRESSORA,2011
3.33,MICRO,2011
3.32,ACESSO,2011
2.32,IMPRESSORA,2011
2.32,IMPRESSORA,2011
8.56,BENNER,2011
4.34,BENNER,2011
26.66,MICRO,2011
5.55,MICRO,2011
5.63,SIHOSP,2011
7.63,MICRO,2011
4.58,ERRO,2011
4.5,ERRO,2011
1.57,MICRO,2011
2.56,ERRO,2011
62.36,MICRO,2011
3.5,ERRO,2011
4.39,SIHOSP,2011
2.7,BENNER,2011
10.32,ERRO,2011
3.4,MICRO,2011
4.38,ERRO,2011
4.37,ERRO,2011
80.35,ERRO,2011
1.39,ERRO,2011
61.36,SIHOSP,2011
4.55,IMPRESSORA,2011
4.54,MICRO,2011
4.54,MICRO,2011
6.37,IMPRESSORA,2011
11.65,MICRO,2011
12.41,BENNER,2011
4.69,MICRO,2011
2.5,BENNER,2011
3.28,IMPRESSORA,2011
1.52,SIHOSP,2011
1.52,ERRO,2011
6.31,SIHOSP,2011
52.52,BENNER,2011
20.33,ERRO,2011
52.33,ERRO,2011
1.55,BENNER,2011
2.25,BENNER,2011
16.25,MICRO,2011
29.29,MICRO,2011
11.3,SIHOSP,2011
5.27,BENNER,2011
6.59,IMPRESSORA,2011
3.57,BENNER,2011
3.57,BENNER,2011
3.57,BENNER,2011
2.57,BENNER,2011
9.57,BENNER,2011
47.56,BENNER,2011
16.56,BENNER,2011
2.53,ERRO,2011
3.51,ERRO,2011
5.51,ACESSO,2011
3.41,IMPRESSORA,2011
7.62,IMPRESSORA,2011
1.67,IMPRESSORA,2011
2.3,SIHOSP,2011
3.59,IMPRESSORA,2011
4.58,IMPRESSORA,2011
46.67,SIHOSP,2011
12.26,IMPRESSORA,2011
10.66,IMPRESSORA,2011
4.68,MICRO,2011
12.67,MICRO,2011
20.67,MICRO,2011
26.45,SIHOSP,2011
5.3,MICRO,2011
2.29,MICRO,2011
3.6,BENNER,2011
1.69,IMPRESSORA,2011
20.51,IMPRESSORA,2011
45.38,ERRO,2011
3.38,IMPRESSORA,2011
5.37,MICRO,2011
21.65,BENNER,2011
4.65,BENNER,2011
2.64,BENNER,2011
5.29,IMPRESSORA,2011
2.68,MICRO,2011
16.5,ERRO,2011
16.5,IMPRESSORA,2011
3.67,IMPRESSORA,2011
38.65,ERRO,2011
82.4,SIHOSP,2011
1.39,IMPRESSORA,2011
1.54,ERRO,2011
32.52,MICRO,2011
5.66,IMPRESSORA,2011
4.63,MICRO,2011
11.63,MICRO,2011
3.62,MICRO,2011
11.34,MICRO,2011
3.33,ERRO,2011
5.4,IMPRESSORA,2011
10.34,BENNER,2011
6.32,SIHOSP,2011
4.29,ERRO,2011
10.3,MICRO,2011
4.26,SIHOSP,2011
6.25,SIHOSP,2011
1.25,SIHOSP,2011
55.25,SIHOSP,2011
12.58,IMPRESSORA,2011
1.28,ERRO,2011
5.28,SIHOSP,2011
5.26,IMPRESSORA,2011
6.26,MICRO,2011
3.55,BENNER,2011
2.36,MICRO,2011
25.57,ERRO,2011
25.53,BENNER,2011
7.38,SIHOSP,2011
7.38,SIHOSP,2011
11.29,SIHOSP,2011
1.5,ERRO,2011
83.39,MICRO,2011
2.46,ERRO,2011
1.57,ACESSO,2011
2.65,MICRO,2011
5.57,IMPRESSORA,2011
2.56,SIHOSP,2011
2.52,ERRO,2011
3.39,IMPRESSORA,2011
6.55,MICRO,2011
1.28,SIHOSP,2011
4.51,BENNER,2011
2.57,IMPRESSORA,2011
4.4,IMPRESSORA,2011
7.66,IMPRESSORA,2011
54.27,BENNER,2011
2.29,BENNER,2011
2.63,IMPRESSORA,2011
62.63,MICRO,2011
6.33,MICRO,2011
1.3,ACESSO,2011
3.27,ERRO,2011
3.58,BENNER,2011
3.52,IMPRESSORA,2011
2.39,SIHOSP,2011
1.59,ERRO,2011
2.5,ERRO,2011
2.41,MICRO,2011
2.4,BENNER,2011
3.31,ERRO,2011
3.3,ERRO,2011
6.63,SIHOSP,2011
1.28,MICRO,2011
3.49,ERRO,2011
1.28,SIHOSP,2011
2.36,BENNER,2011
7.52,BENNER,2011
2.69,IMPRESSORA,2011
1.62,ERRO,2011
2.3,IMPRESSORA,2011
5.42,MICRO,2011
5.35,ERRO,2011
4.52,MICRO,2011
4.52,MICRO,2011
3.61,IMPRESSORA,2011
2.6,BENNER,2011
28.23,ACESSO,2011
5.49,IMPRESSORA,2011
4.61,BENNER,2011
4.61,BENNER,2011
1.43,MICRO,2011
8.41,ERRO,2011
6.37,IMPRESSORA,2011
6.61,ERRO,2011
1.34,ERRO,2011
5.6,SIHOSP,2011
79.66,SIHOSP,2011
79.66,ERRO,2011
12.5,IMPRESSORA,2011
2.27,ERRO,2011
6.51,ERRO,2011
81.5,SIHOSP,2011
4.45,MICRO,2011
5.35,MICRO,2011
5.34,IMPRESSORA,2011
33.31,IMPRESSORA,2011
5.3,ERRO,2011
1.57,IMPRESSORA,2011
1.57,IMPRESSORA,2011
1.28,SIHOSP,2011
2.38,BENNER,2011
5.55,MICRO,2011
3.54,MICRO,2011
3.54,MICRO,2011
3.54,MICRO,2011
2.53,SIHOSP,2011
5.55,IMPRESSORA,2011
2.52,BENNER,2011
12.35,ERRO,2011
12.35,ERRO,2011
38.38,BENNER,2011
64.68,SIHOSP,2011
32.42,BENNER,2011
1.41,BENNER,2011
75.57,ERRO,2011
1.36,MICRO,2011
10.3,BENNER,2011
6.36,SIHOSP,2011
61.35,ERRO,2011
3.59,ERRO,2011
5.66,MICRO,2011
5.59,IMPRESSORA,2011
10.59,IMPRESSORA,2011
6.58,ERRO,2011
